,Country,Year,Life expectancy,Children out of primary school,Deaths(HIV/AIDS),Incidence(HIV/AIDS),Prevalence(HIV/AIDS),Disability-Adjusted Life Years,Maternal mortality,Child mortality
959,GRD,2002,72.929,80,8.737265862383456,7.83449441891,10.6528589398,28299.342776312587,28.0,1.54
960,GRD,2004,73.088,42,8.446722451324806,6.54240833139,9.89590281875,28682.52688511085,26.0,1.51
961,GRD,2005,73.123,486,7.1794036726142005,6.2767314708,9.56825709125,27732.06931156638,25.0,1.5
962,GRD,2007,73.096,37,6.374636443258306,6.84251688083,8.88448144755,27599.283321079776,25.0,1.47
963,GRD,2008,73.038,25,6.167199595813465,7.35600367562,8.493550172179999,27664.27314588618,25.0,1.46
964,GTM,1997,66.257,518553,446.01085829176407,1521.23852249,701.07724091,44474.936604207374,171.0,5.9
965,GTM,1999,67.351,308983,537.4577692764834,2071.49672367,994.023868703,41530.192108575866,179.0,5.41
966,GTM,2000,67.849,273936,429.8310737144226,2240.82369752,1113.23970097,41564.22898980139,178.0,5.19
967,GTM,2001,68.304,304733,468.7930215716304,2297.96307424,1237.4306743400002,40428.66366155862,170.0,4.99
968,GTM,2002,68.717,250784,597.8798745986239,2279.66457443,1404.78530597,39070.3632590721,157.0,4.79
969,GTM,2004,69.437,170901,724.4753077996332,2121.18565305,1781.91826607,38030.73362847197,139.0,4.44
970,GTM,2005,69.762,144106,924.3422972435808,2045.84340172,1940.95976023,38304.03304936518,120.0,4.2700000000000005
971,GTM,2006,70.082,114479,962.985442930287,1934.63746449,2070.35276288,37410.202049744985,120.0,4.11
972,GTM,2007,70.409,96836,899.6372463890174,1746.65967144,2191.00203801,35724.54002091164,118.0,3.96
973,GTM,2008,70.75,101529,894.8481413021101,1537.43093324,2304.45980881,34882.55494709425,117.0,3.810000000000001
974,GTM,2011,71.861,104773,752.6105310481063,1350.20573178,2611.07617988,33384.52645932582,103.0,3.41
975,GTM,2012,72.236,176041,653.5177384600935,1416.64313191,2713.93784816,32871.03612817819,105.0,3.29
976,GTM,2013,72.596,231566,623.449861100988,1515.28202288,2817.9513818100004,32402.12742960819,99.0,3.17
977,GTM,2014,72.935,276594,680.1464735207024,1646.45440418,2919.67546013,32372.483111568225,93.0,3.0500000000000003
978,GTM,2015,73.25,282536,606.913010071157,1817.04810799,3016.46423407,32214.53821424717,88.0,2.95
979,GIN,1990,49.987,742623,417.49046046554815,3131.02725839,1105.0221478,90761.93684126566,1040.0,23.480000000000004
980,GIN,1991,50.593,744661,577.620123340158,3606.30603613,1404.84157494,88540.0673877757,1010.0,22.9
981,GIN,1998,51.456,753529,2412.450054421641,8668.76587211,4177.0115378,80283.04943417241,977.0,18.07
982,GIN,1999,51.295,750760,2734.9447714897747,9384.00083438,4626.444826360001,80044.92500048375,979.0,17.330000000000002
983,GIN,2000,51.203,736478,3067.8804363627632,9738.68711644,5035.524832630001,80640.6190148366,976.0,16.580000000000002
984,GIN,2001,51.255,711513,3406.635587952672,9954.31258338,5533.042159320001,79451.94080564035,973.0,15.830000000000002
985,GIN,2002,51.484,630647,3798.925151255517,10377.1827406,6223.05252775,77741.8351772472,961.0,15.11
986,GIN,2003,51.901,601206,4207.412287607828,10784.5671667,6927.37702876,76395.26429589286,928.0,14.43
987,GIN,2004,52.499,572339,4601.18834242693,11070.9242055,7499.750359760001,75503.91651034224,882.0,13.81
988,GIN,2005,53.238,559038,4960.623013807428,11304.6984711,7875.12084758,74536.86964390842,831.0,13.22
989,GIN,2006,54.052,541783,5208.4124758724365,11133.1087583,8144.238175840001,73730.82171660755,791.0,12.69
990,GIN,2007,54.864,521716,5353.443431063268,10365.1105827,8438.14345661,72892.91063270897,770.0,12.21
991,GIN,2008,55.614,550600,5455.402704470147,9336.86119997,8766.196041250001,71427.83780861825,743.0,11.76
992,GIN,2009,56.279,540603,5363.476947634678,8338.67739633,9090.98334667,70438.54879650965,731.0,11.340000000000002
993,GIN,2010,56.861,505386,5045.257618832391,7746.11574058,9391.03193631,68951.63001775052,720.0,10.94
994,GIN,2011,57.387,445635,4760.179636051097,7464.64724682,9651.53111786,67575.2845081236,711.0,10.56
995,GIN,2012,57.905,463108,4494.477461718919,7143.88191301,9870.33096561,66398.08593955188,695.0,10.2
996,GIN,2013,58.447,439667,4044.18237001254,6813.65244331,10049.948523,65221.536653723975,695.0,9.86
997,GIN,2014,59.016,381963,3803.5969833033214,6490.4896414,10186.4964215,65827.70023739044,688.0,9.52
998,GNB,2000,50.368,100560,696.6818444455859,3205.94479296,1328.88532943,87254.54006252272,800.0,17.419999999999998
999,GNB,2010,54.628,64225,2010.3524185340625,3155.29246671,3495.25484545,73997.75079652708,570.0,11.4
1000,GUY,1991,63.427,8758,58.03344112156196,468.242721459,183.006539514,43734.61022694666,170.0,5.8500000000000005
1001,GUY,1992,63.576,11100,71.05167929490602,534.328511432,214.28708599100003,42007.72348409882,171.0,5.69
1002,GUY,1993,63.73,12757,130.31711509316293,596.638749017,248.598748653,42332.61826888978,173.0,5.54
1003,GUY,1995,64.064,10679,188.92291375704727,697.807110949,323.29470847600004,43499.97666012197,205.0,5.25
1004,GUY,1996,64.255,12094,266.42629143171456,742.841533907,371.06997402,44288.12018699575,216.0,5.120000000000001
1005,GUY,2003,66.122,8185,392.200810182126,888.912063156,641.2330639370001,43176.602591787785,208.0,4.33
1006,GUY,2008,67.521,2053,242.08521481266268,839.790468832,755.7305003700001,40528.41879262235,200.0,3.91
1007,GUY,2009,67.792,8051,223.12286746491125,824.148086625,779.950959282,39352.50643894004,176.0,3.83
1008,GUY,2010,68.059,3765,216.7143667443774,811.033461205,800.8122537410001,40318.9855647118,241.0,3.76
1009,GUY,2011,68.321,1800,233.2734043354181,796.635317677,818.2000158830001,41148.35976823313,239.0,3.69
1010,GUY,2012,68.575,1732,242.8142198371281,777.464541909,834.507347797,41327.69454302757,239.0,3.61
1011,HTI,1997,56.393,545942,11619.68828921664,10433.8202232,16449.912656,73798.76289750806,529.0,11.61
1012,HND,1991,67.175,119815,83.17951651338723,272.055609337,149.782003811,40099.45911378387,251.0,5.550000000000001
1013,HND,1993,68.028,113700,110.78941741214012,282.870633381,184.759002741,39805.36468176207,207.0,5.07
1014,HND,2000,70.689,150360,193.7167826062012,306.632472587,269.39500860100003,36105.88009742221,133.0,3.73
1015,HND,2003,71.511,110666,188.3416506301372,391.262404008,318.23834466100004,34594.59758183605,141.0,3.24
1016,HND,2004,71.77,107323,146.0613712367756,427.249956778,344.790144052,34173.678601683845,148.0,3.09
1017,HND,2005,72.026,165728,114.48143035224778,455.373567702,374.32335353100007,33592.47408909397,150.0,2.94
1018,HND,2006,72.285,124991,112.00581202691764,472.74091385,408.331567166,33143.71349779037,153.0,2.8100000000000005
1019,HND,2007,72.544,194409,102.937119380139,482.586898141,447.311484177,32653.572270502413,154.0,2.68
1020,HND,2008,72.803,157304,95.1907977900524,487.908569264,488.547756748,32031.423756981963,157.0,2.5600000000000005
1021,HND,2009,73.061,172729,98.71699869068344,491.734864672,528.973574777,31480.311337407653,157.0,2.45
1022,HND,2010,73.317,158684,86.24978871521644,498.160752829,564.602853043,31213.72685452361,155.0,2.34
1023,HND,2011,73.569,155569,77.10348369588513,505.107655973,597.7034414110001,30677.772112747127,149.0,2.25
1024,HND,2012,73.814,196726,70.96540101777255,509.191028872,632.6976348110001,33158.84931404983,141.0,2.16
1025,HND,2013,74.051,233345,67.28006252105058,510.05705245,669.2509452310001,32393.70549110654,135.0,2.08
1026,HND,2014,74.278,241802,59.65317178150867,507.399539965,707.1814170380001,32259.97246382762,132.0,2.01
1027,HND,2015,74.495,249992,59.69127749394018,502.211687653,746.198101006,32200.69195203939,129.0,1.94
1028,HUN,1994,69.763,40630,242.37782389021905,121.849804658,195.297622621,36495.34427423474,21.0,1.34
1029,HUN,1995,70.02,45995,244.6552914607312,121.921386763,183.493770071,35645.722101727224,20.0,1.25
1030,HUN,1996,70.328,107184,209.5938360049979,120.04624977,173.68470050400003,34166.48362447484,18.0,1.1900000000000002
1031,HUN,1997,70.669,64961,194.6379706934708,116.52344248,165.385956148,33571.88996328423,17.0,1.15
1032,HUN,1998,71.023,8091,177.91466349454106,112.134323851,158.25078223000003,33678.59345621837,16.0,1.11
1033,HUN,1999,71.378,6949,176.7548304459489,107.973725304,152.45292662300002,33318.52365251598,16.0,1.07
1034,HUN,2000,71.721,15664,158.76989217957706,104.961876819,148.215431833,31999.85636299273,15.0,1.01
1035,HUN,2001,72.044,11848,133.03553569376572,103.02200398,145.068864544,30965.13112730348,14.0,0.96
1036,HUN,2002,72.347,9455,123.48951097990856,101.001169404,142.583691188,30662.95511795246,14.0,0.8900000000000001
1037,HUN,2003,72.63,14417,108.9670039353912,98.9204106111,140.48931338100002,30484.920238165785,14.0,0.8400000000000001
1038,HUN,2004,72.896,15193,111.05771138212992,97.4322452859,138.981691747,29887.224140952312,13.0,0.79
1039,HUN,2005,73.149,11241,94.14700141387632,96.446539657,138.07082605600002,29828.02930782592,14.0,0.76
1040,HUN,2006,73.397,8557,85.79273990821588,95.200927383,137.614125932,29198.453730302543,14.0,0.7200000000000001
1041,HUN,2007,73.651,11712,85.78164575772848,93.104935157,137.464243455,29007.61023587551,16.0,0.68
1042,HUN,2008,73.916,7671,60.66637283983472,90.7803883879,137.57376989500003,28195.749858270723,15.0,0.65
1043,HUN,2009,74.195,5777,73.92720102560753,89.3058033882,138.36194379100002,27847.2775180977,16.0,0.6200000000000001
1044,HUN,2010,74.488,6536,67.47058032932753,89.4172013293,139.933003052,27247.386487231463,15.0,0.6000000000000001
1045,HUN,2011,74.795,9545,65.64319081172906,91.1253074098,142.16228945400002,26749.505430736343,16.0,0.58
1046,HUN,2012,75.107,11670,59.72711707788849,94.1605288346,144.69429629,26366.01907683368,16.0,0.5700000000000001
1047,HUN,2013,75.418,12385,34.52809798903054,98.3711515565,147.312123572,25739.68118793627,16.0,0.5599999999999999
1048,HUN,2014,75.72,11716,48.194409095453146,103.813601355,150.27578556900002,25403.428490358976,16.0,0.55
1049,HUN,2015,76.006,11069,34.66278520690645,110.639926351,153.663873136,25950.06039873556,17.0,0.54
1050,ISL,1994,78.64,792,3.854768056728695,14.0198135036,9.44947431164,21727.087897668214,6.0,0.5599999999999999
1051,ISL,1996,78.907,599,3.5097767851611947,12.6851394976,9.84302955372,21367.15349293281,6.0,0.51
1052,ISL,1997,79.091,453,2.096839689397588,12.0170440327,10.2168878635,21114.84182317317,5.0,0.48
1053,ISL,1998,79.319,144,1.5081210802324798,11.3983894569,10.7159642334,20756.483714255,5.0,0.4599999999999999
1054,ISL,1999,79.587,333,1.5337343021478993,11.0473498208,11.2830182388,20444.532273749064,5.0,0.43
1055,ISL,2000,79.882,324,1.5423172701282593,11.1346549646,11.8205115144,20119.848641728942,5.0,0.41
1056,ISL,2001,80.183,226,1.445046972317998,12.6737046135,12.323221658,19767.35555859637,5.0,0.38
1057,ISL,2002,80.466,225,1.3589657351504003,15.8111162361,12.8347570124,19422.57889065808,5.0,0.36
1058,ISL,2003,80.716,548,1.4140364708999007,19.4255978109,13.3356343521,19101.89925437671,5.0,0.34
1059,ISL,2004,80.927,1081,1.371135565921903,22.4470472089,13.8917057899,18896.159100515197,4.0,0.33
1060,ISL,2005,81.099,1009,1.2917199420981988,24.0,14.5698967716,18668.454534055072,4.0,0.31
1061,ISL,2006,81.244,837,1.1993738251604986,23.2374227604,15.450295272700002,18462.399944044537,4.0,0.3
1062,ISL,2007,81.377,568,1.2419509594609008,20.6517104002,16.5151165115,18227.383145732136,4.0,0.29
1063,ISL,2008,81.512,230,1.2213497910071982,17.2594193128,17.5899437538,18104.147816914352,4.0,0.2799999999999999
1064,ISL,2009,81.654,83,1.1740272031763006,13.9394205155,18.5073239865,18049.934958933056,4.0,0.27
1065,ISL,2010,81.801,207,1.1506184943261004,12.0,19.231973341200003,17871.490194790396,4.0,0.26
1066,ISL,2011,81.951,358,1.1103384554618996,11.4958251744,19.9940628768,17698.358018914332,3.0,0.25
1067,ISL,2012,82.095,524,1.1162518905327008,11.4551923382,20.972096735100003,17674.026568621157,3.0,0.24
1068,ISL,2013,82.231,564,1.1193354685170012,12.0108192441,22.262713067600004,17668.922983287368,4.0,0.2299999999999999
1069,ISL,2014,82.359,537,1.0592929183343007,13.1972775326,23.8738935075,17675.19900719988,4.0,0.2299999999999999
1070,ISL,2015,82.481,408,1.157419228516099,14.8700965465,25.7049091702,17671.590155057405,3.0,0.22
1071,IND,1990,57.865,24350652,363.53413912037234,26541.4120254,4457.048744070001,63571.27914114499,556.0,12.590000000000002
1072,IND,2000,62.505,19457444,97404.5420320917,285796.104892,201917.34514500003,54405.70343875828,374.0,9.15
1073,IND,2001,62.907,19595256,116695.91244219796,267443.167343,210315.216295,53511.58008295527,354.0,8.790000000000001
1074,IND,2002,63.304,19909724,134704.7964553685,230064.219418,216062.872173,52013.22020457522,335.0,8.440000000000001
1075,IND,2003,63.699,14109172,149437.52073462598,185137.863003,219341.357014,50496.88744962712,316.0,8.1
1076,IND,2007,65.35,4019535,167340.55390257272,110153.521635,207693.815564,46885.20296526228,250.0,6.800000000000001
1077,IND,2008,65.794,3974854,158450.64765553022,104559.880707,198664.149157,46181.64651163199,237.0,6.490000000000001
1078,IND,2009,66.244,5641942,147544.0249078604,100488.2178,190313.624877,45506.76253779,225.0,6.19
1079,IND,2010,66.693,4922041,132272.77694819594,98676.8663654,184938.076317,45021.43339435509,215.0,5.88
1080,IND,2011,67.13,5445603,117823.24345597856,98331.2543313,182293.228344,44310.62227556102,206.0,5.59
1081,IND,2012,67.545,3838679,104723.50549617015,98207.5712984,180703.786147,43190.010331609,197.0,5.300000000000001
1082,IND,2013,67.931,2887748,93440.2080198281,98149.7086943,180240.088826,42168.22196117268,189.0,5.03
1083,IDN,1990,62.32,986292,12.147272213863063,3170.22837416,156.418050625,50521.80698040206,446.0,8.43
1084,IDN,1991,62.727,1236019,81.71654990012371,2891.8324777,2057.3135781600004,49457.17249143712,417.0,8.06
1085,IDN,1992,63.131,1478239,165.82565557708847,2654.78790118,3942.60291192,48503.135545739446,391.0,7.690000000000001
1086,IDN,1993,63.529,1811074,257.9364638926841,2484.78771526,5742.778437690001,47606.446119836095,368.0,7.32
1087,IDN,1994,63.919,1672716,377.4562698168191,2415.66646631,7380.017705820001,46771.17307650644,347.0,6.98
1088,IDN,1995,64.291,1718803,513.1342236379202,2486.04307007,8768.660573500001,45870.31540504968,326.0,6.65
1089,IDN,1996,64.637,2004165,659.6183185350369,2682.02571681,9972.01325257,44981.966237998335,312.0,6.34
1090,IDN,1997,64.954,2005326,815.1040775309204,2961.57280228,11130.4180797,44342.97548829637,299.0,6.04
1091,IDN,2001,66.037,1005842,1548.338131607296,5108.52648268,15737.4518468,41593.355462829575,253.0,4.99
1092,IDN,2002,66.321,1195553,1778.5273057829384,6435.18155216,17244.620880500002,40948.16968074696,241.0,4.760000000000001
1093,IDN,2003,66.631,1339065,2061.44458611894,7987.70417318,18848.1094384,40347.661103129925,231.0,4.55
1094,IDN,2004,66.969,1551268,2403.721481800106,9493.42497488,20394.4809349,43680.3825347332,221.0,4.95
1095,IDN,2005,67.334,1822157,2765.6107397016167,10673.8535558,21743.0751968,39023.70681533182,212.0,4.15
1096,IDN,2006,67.717,1472991,2994.67150832955,11652.7860882,23056.7260291,38650.86431573147,200.0,3.9700000000000006
1097,IDN,2007,68.105,829576,3150.9272429456864,12669.4561622,24494.9828626,37979.53714640371,190.0,3.8
1098,IDN,2008,68.485,1068971,3424.055662390649,13635.5279153,25942.4965444,37526.49662771927,181.0,3.64
1099,IDN,2009,68.853,871223,3733.36922032976,14466.4952822,27279.4958723,37034.81949380536,173.0,3.48
1100,IDN,2010,69.205,763385,4093.008260487329,15084.0727387,28383.401421,36329.87748168826,165.0,3.33
1101,IDN,2011,69.542,890102,4702.830268228815,15565.9880529,29338.173146500005,35677.496368928354,156.0,3.19
1102,IDN,2012,69.866,1141798,5331.254643973891,16028.7859829,30294.0317125,35089.943143688215,148.0,3.0600000000000005
1103,IDN,2013,70.179,1767974,5826.7957661981045,16465.4000126,31239.4221141,34629.457047146985,140.0,2.94
1104,IDN,2014,70.481,1919777,6121.017885952391,16867.5813958,32161.2197841,34075.85608649687,133.0,2.83
1105,IRN,1990,63.837,718115,39.30879147481406,134.68318704,102.965459691,43628.65827276786,123.0,5.670000000000001
1106,IRN,1992,66.243,441311,48.64376388296606,152.8294217,114.122189906,38316.65514292479,103.0,5.120000000000001
1107,IRN,1997,69.139,776795,90.43732520285748,393.438660595,199.311642391,35077.94115806126,66.0,4.04
1108,IRN,1999,69.813,1256206,122.88589011702668,639.18103032,283.584301126,33361.34275298894,55.0,3.63
1109,IRN,2000,70.176,1133234,145.29635514230478,715.592238207,326.794083198,33084.96478017498,51.0,3.43
1110,IRN,2002,70.921,208594,205.59676235682133,766.69923072,428.152881799,33349.65112878257,43.0,3.04
1111,IRN,2003,71.265,271663,245.1954016062957,785.321151862,489.517317319,35356.10267868104,39.0,2.87
1112,IRN,2004,71.592,146292,279.89021493502025,807.984922401,549.141756015,33043.71025164518,36.0,2.7100000000000004
1113,IRN,2005,71.917,292227,315.68302494118217,842.607149963,598.095753748,32686.430919620947,34.0,2.5600000000000005
1114,IRN,2006,72.257,248369,347.13287675117914,916.470867844,646.0336431740001,32301.280154742803,32.0,2.41
1115,IRN,2007,72.626,277328,375.8471647816125,1033.18869353,702.958864887,31930.345834018422,30.0,2.27
1116,IRN,2009,73.457,123000,422.50753415930274,1335.55874225,836.66675607,31213.97319261861,28.0,2.03
1117,IRN,2010,73.905,187633,452.64945941856695,1478.67119296,906.41226656,30775.103061924303,27.0,1.93
1118,IRN,2011,74.352,180715,513.8782300645553,1628.50106849,994.0709928820002,30293.76030225081,27.0,1.84
1119,IRN,2012,74.776,111986,566.087219103546,1814.60283786,1115.91039841,29862.05275586061,26.0,1.7600000000000002
1120,IRN,2013,75.162,81693,608.0128626571656,2033.73976342,1269.0087429,29401.81518382335,26.0,1.69
1121,IRN,2014,75.502,25748,637.412238534682,2280.97101577,1448.64728957,28678.100821708267,26.0,1.63
1122,IRN,2015,75.796,16263,679.4946998724802,2548.57955036,1650.4016544900005,27906.51780428192,25.0,1.57
1123,IRQ,1993,67.668,677957,14.152099488159289,34.9820147616,15.159544561800002,48038.15939775592,98.0,5.13
1124,IRQ,1996,68.731,814051,21.14440564142752,50.6095885513,22.7505809382,48398.6562332059,81.0,4.86
1125,IRQ,1999,69.108,365161,30.76841229941232,75.5668305169,34.1619829129,45615.34828335513,66.0,4.59
1126,IRQ,2000,69.082,416463,34.70317505409413,81.913686892,38.1653377621,45286.690662894754,63.0,4.5
1127,IRQ,2003,68.636,227154,47.88178923957047,89.074679386,50.840065315,41754.08526001623,57.0,4.260000000000001
1128,IRQ,2004,68.437,290707,52.703175731869294,90.8897367184,55.320739598100005,40537.64365178009,55.0,4.18
1129,IRQ,2007,68.13,322414,61.26563993240682,96.8825819498,62.4026538233,41256.13460190741,52.0,3.95
1130,IRL,1990,74.809,44373,11.866844521340855,328.662099045,54.43155371520001,26416.817262310546,11.0,0.92
1131,IRL,1991,75.013,46141,19.064419786540164,355.642711597,74.08622596090001,25987.001242479324,10.0,0.86
1132,IRL,1992,75.194,49210,32.55585828920809,378.508394664,91.2231934673,25632.148045182108,10.0,0.81
1133,IRL,1993,75.354,49741,39.14879842355951,397.230304679,105.234259452,25457.082360312528,9.0,0.77
1134,IRL,1994,75.499,48256,35.28342666872166,411.729055351,115.554182035,25068.56187716073,9.0,0.7400000000000001
