,Country,Year,Life expectancy,Children out of primary school,Deaths(HIV/AIDS),Incidence(HIV/AIDS),Prevalence(HIV/AIDS),Disability-Adjusted Life Years,Maternal mortality,Child mortality
1283,KGZ,2009,68.336,18856,127.30476305930202,476.783983445,293.368751412,37549.31044678805,89.0,3.16
1284,KGZ,2010,68.849,15815,124.14861174931606,510.820981731,314.602641233,36678.04084661509,84.0,2.9600000000000004
1285,KGZ,2011,69.376,16572,146.3197985985499,550.598804634,334.565796931,35315.80435088364,87.0,2.78
1286,KGZ,2012,69.868,6257,169.67595829189406,596.254078025,363.634773559,34547.832840229,81.0,2.62
1287,KGZ,2013,70.289,1763,193.2530309201131,647.311348043,400.275166993,33938.36036975174,79.0,2.4800000000000004
1288,KGZ,2014,70.626,1458,212.96402137216285,704.150583229,442.929376437,33255.68656782871,77.0,2.35
1289,KGZ,2015,70.876,1668,189.1774713433932,766.376562291,490.132342377,32201.05289545988,76.0,2.23
1290,LAO,1990,53.364,203010,0.0326928998281328,9.28246206152,0.455513935805,84299.98827281178,905.0,16.16
1291,LAO,1992,54.258,255458,0.8720505191339779,24.2297580532,13.6102215358,80463.07780167353,819.0,15.27
1292,LAO,1993,54.753,233804,1.91655816324854,41.1131770826,23.6118191269,79038.90140106026,774.0,14.82
1293,LAO,1994,55.285,217807,3.5533422503150023,63.6803800825,35.5117206039,77861.36356987801,734.0,14.36
1294,LAO,1996,56.44,218996,9.673583950154404,170.705476923,70.6223756357,74054.50994800372,664.0,13.43
1295,LAO,1997,57.04,207930,14.877313989196992,324.480142934,105.137786897,72220.96545457683,632.0,12.97
1296,LAO,1998,57.637,189801,22.862061728054854,515.296671134,150.01637399,70572.2587703562,602.0,12.52
1297,LAO,1999,58.225,190142,35.5031414277677,700.747869432,202.32982492500005,68704.6433575389,573.0,12.08
1298,LAO,2000,58.803,187660,55.19556504625882,832.65963934,258.57466819800004,67037.69594880205,546.0,11.65
1299,LAO,2001,59.372,194810,84.46463377973907,926.56981819,335.20964035400004,65362.17797335017,519.0,11.23
1300,LAO,2002,59.937,188090,123.49917996487716,1026.32744472,440.86920867,63369.05061035007,493.0,10.81
1301,LAO,2003,60.502,168042,170.09833253872975,1120.58952676,558.112327714,61729.11665899442,468.0,10.41
1302,LAO,2004,61.065,161871,218.91120389223704,1197.66832839,667.500754785,60147.31460631733,444.0,10.01
1303,LAO,2005,61.625,149792,266.0097066434273,1247.31116584,748.665960066,58722.32043402633,418.0,9.62
1304,LAO,2006,62.182,135371,314.01730591958284,1248.57053161,813.60049112,57244.194447195776,392.0,9.26
1305,LAO,2007,62.731,113276,362.1991853027996,1197.59814129,882.2858696580001,55515.29392863806,366.0,8.9
1306,LAO,2008,63.271,93335,404.0139447005321,1116.41324233,947.046829676,53937.23737400087,341.0,8.55
1307,LAO,2009,63.797,75042,441.6630524981108,1035.00467108,1002.81346028,52309.05468117865,316.0,8.209999999999999
1308,LAO,2010,64.306,40049,478.74144369007416,985.323185246,1042.81858718,50628.962641565966,294.0,7.890000000000001
1309,LAO,2011,64.797,41583,524.10283608086,961.302468697,1070.46571263,49052.085968783445,271.0,7.6
1310,LAO,2012,65.267,41419,557.5801068821464,934.536683404,1093.04106226,47680.68211976218,250.0,7.340000000000001
1311,LAO,2013,65.717,27479,572.1084002773305,906.179461214,1109.0346895,46461.52814181999,230.0,7.090000000000001
1312,LAO,2014,66.144,25400,570.6592999170769,877.576357975,1116.96243695,45149.32679089302,213.0,6.8500000000000005
1313,LAO,2015,66.546,38109,565.4003909372435,849.668352387,1115.17813879,43987.04106918309,197.0,6.609999999999999
1314,LVA,1999,69.297,581,81.74461546878334,133.339311624,122.21442392,35685.62999979803,35.0,1.5300000000000002
1315,LVA,2008,71.949,10,107.54263998085214,264.012140821,209.61148555,31912.77156476584,20.0,0.8800000000000001
1316,LVA,2009,72.368,972,102.9139186575948,271.035963613,226.50681027400003,30726.165662641768,20.0,0.8300000000000001
1317,LVA,2010,72.838,958,127.96266246822296,278.675155251,240.027803265,30123.91373026976,19.0,0.78
1318,LVA,2011,73.323,852,123.17639588035988,290.719723226,252.85501210000004,29166.01962362644,21.0,0.73
1319,LVA,2012,73.778,1639,136.11873723313008,308.9182852,268.53480919,28617.607042171378,18.0,0.67
1320,LVA,2013,74.172,2115,150.32685289134298,332.53594917,286.633658285,28564.53594966774,18.0,0.61
1321,LVA,2014,74.491,2262,141.8707713573759,360.177703033,306.568460944,27986.72369409837,18.0,0.55
1322,LVA,2015,74.733,2406,141.99255196129198,390.71736562,327.601416668,27436.30863635053,18.0,0.5
1323,LSO,1990,59.837,122867,735.0105198963173,12449.4324608,3050.3609574800003,60012.59133388806,629.0,9.13
1324,LSO,1991,59.464,120866,1133.1329243362666,16258.6459501,4668.51427221,60643.2860293753,586.0,9.07
1325,LSO,1992,58.868,122716,1676.2341717363342,19865.2262006,6333.17311046,62127.50874752741,552.0,9.08
1326,LSO,1993,58.05,133219,2395.462968248277,23058.8238718,8027.604822900001,64143.61267000141,527.0,9.19
1327,LSO,1994,57.022,131258,3305.4764852339167,25612.7416482,9732.75201938,67215.42883786827,522.0,9.38
1328,LSO,1995,55.782,135855,4410.135875029498,27285.7304205,11427.6349363,70596.91735283702,525.0,9.65
1329,LSO,1996,54.334,136079,5663.305404046439,28369.3355926,13286.1824616,74672.90400266205,538.0,9.96
1330,LSO,1998,51.034,162947,8444.834489187073,30102.6140198,17479.3969656,86169.28569007175,586.0,10.57
1331,LSO,1999,49.328,172828,9930.72166984951,30659.8349228,19374.364973400003,92179.4615119765,615.0,10.83
1332,LSO,2000,47.691,95107,11427.456737530028,30961.035316,20827.7916982,98938.57929979016,649.0,11.03
1333,LSO,2001,46.197,86658,12814.17144457824,30730.8881622,22042.8550429,104096.85332990244,679.0,11.19
1334,LSO,2002,44.898,75130,14025.027010310872,29893.4253166,23299.7229432,109437.68501168178,704.0,11.33
1335,LSO,2003,43.845,63593,15101.410034047987,28728.9409836,24449.2634307,114276.13202124668,722.0,11.46
1336,LSO,2004,43.083,60828,15999.20428027722,27535.6894025,25346.0621351,117923.0137208177,737.0,11.47
1337,LSO,2005,42.658,52917,16624.946403940787,26624.5760444,25850.1237133,120212.98768029656,746.0,11.47
1338,LSO,2006,42.595,44134,16777.079759191478,25844.8050575,26183.121109400003,120451.18506504492,725.0,11.44
1339,LSO,2007,42.854,48465,16115.430793011246,24906.0703376,26639.2532663,118198.34896459128,707.0,11.16
1340,LSO,2008,43.384,42491,15037.497476266712,23893.5677746,27175.010517300005,114765.12727093505,668.0,11.03
1341,LSO,2009,44.146,40156,13626.132598229098,22893.6869359,27744.4190814,108243.66663327088,635.0,10.340000000000002
1342,LSO,2010,45.1,33563,12175.360672635334,21977.8780156,28302.9584506,102223.60755216888,587.0,9.97
1343,LSO,2011,46.207,33121,11530.899570413849,21036.2838997,28822.37301130001,99030.02623975486,555.0,9.8
1344,LSO,2012,47.416,32551,11301.072471670906,19930.865581,29307.313548200003,97204.8692244812,549.0,9.76
1345,LSO,2013,48.663,29491,10985.642789217476,18679.1619786,29760.579056400005,95278.66256527194,532.0,9.85
1346,LSO,2014,49.891,28626,10576.945503382802,17301.6873347,30194.7881076,93141.60438803896,513.0,9.83
1347,LSO,2015,51.038,23616,9995.327061052683,15821.3099394,30624.426099500004,90403.28800294473,487.0,9.79
1348,LBR,1999,51.234,209139,2115.639989926368,5307.09349723,4070.59269555,85765.6389713119,1300.0,19.64
1349,LBR,2008,58.229,316739,3100.201017174013,1573.93917578,3899.63028434,62262.63537989221,851.0,10.07
1350,LBR,2014,61.723,47513,2059.3116194924582,1779.09564717,3415.10384362,63672.45750031887,741.0,7.300000000000001
1351,LTU,1998,70.399,8353,42.81782269267592,114.791812964,76.4267879801,33005.91109386919,20.0,1.16
1352,LTU,1999,70.688,65,66.37818209304007,122.128659987,82.7067316585,32267.84955949723,18.0,1.11
1353,LTU,2000,70.967,242,54.8688631503174,128.377852093,87.8810223983,31963.10867004267,16.0,1.07
1354,LTU,2001,71.205,639,59.167866901234646,134.402818613,93.0418764013,32760.14228543248,16.0,1.03
1355,LTU,2002,71.392,480,58.127384706958985,141.241112619,99.370924543,32187.62457436624,14.0,0.99
1356,LTU,2003,71.527,197,70.24053509915797,147.973515084,105.939028394,32125.860686301017,14.0,0.96
1357,LTU,2004,71.619,254,82.966397163526,153.858076076,112.026953049,32302.600319104906,12.0,0.9300000000000002
1358,LTU,2005,71.692,293,59.75230441231198,158.040900827,116.916335211,33408.53504171149,12.0,0.9
1359,LTU,2006,71.784,312,61.962077328536985,160.881184034,122.333427643,34029.90020229106,13.0,0.86
1360,LTU,2007,71.929,276,74.24476649979407,163.041320879,129.388300686,34597.31618455731,12.0,0.8
1361,LTU,2008,72.15,163,81.13053334060304,164.203415587,136.384969461,33120.70477866028,11.0,0.7400000000000001
1362,LTU,2009,72.451,148,76.2574352970389,164.020210315,141.93623959,30716.569864006527,10.0,0.67
1363,LTU,2010,72.826,48,87.07245490147098,162.102406494,144.62970448500002,30226.847030551264,9.0,0.61
1364,LTU,2011,73.256,99,78.7428609235749,159.131575989,146.294835271,29562.072076250894,11.0,0.55
1365,LTU,2012,73.706,136,68.5287149796411,155.99244173,149.40818237300002,29136.37581002984,10.0,0.51
1366,LTU,2013,74.145,148,65.09285825392902,152.625098302,153.50022309200003,29118.167775989463,10.0,0.49
1367,LTU,2014,74.556,72,74.485792836437,148.796298452,158.137658758,28382.622501957507,10.0,0.49
1368,LTU,2015,74.923,87,70.49192705435102,144.53494647,162.957202887,28168.71712326757,10.0,0.51
1369,LUX,1999,77.39,601,4.0904053928072175,60.3158629664,33.5298810489,23537.94474339354,12.0,0.49
1370,LUX,2000,77.652,729,3.824837713243048,55.4383980028,35.1217669056,23192.502186034333,13.0,0.4599999999999999
1371,LUX,2001,77.91,816,3.57753983163658,54.522825995,36.4113756465,22867.55742486368,13.0,0.43
1372,LUX,2002,78.161,756,3.5569406191431225,54.1351934952,37.592913156200005,22658.170969078383,12.0,0.41
1373,LUX,2003,78.406,1413,3.642400034030781,54.077717401,38.73980805240001,22273.421601604256,12.0,0.39
1374,LUX,2004,78.645,1202,3.530815963801926,54.5630129171,40.067008401200006,21886.852411268686,12.0,0.36
1375,LUX,2005,78.888,589,3.2801693474211997,55.0,41.617650384600005,21449.314000966264,13.0,0.35
1376,LUX,2006,79.145,406,3.0957355073396995,55.0929007282,43.2699313725,21134.75490818407,12.0,0.33
1377,LUX,2007,79.421,376,3.092461014039296,54.8662792903,44.8521035457,20701.648651134823,12.0,0.32
1378,LUX,2008,79.718,653,2.866062998510702,54.8469216873,46.6441675637,20306.30354774536,10.0,0.3
1379,LUX,2010,80.352,1547,2.6163308216414,57.0,51.9861602716,19949.81756645209,11.0,0.2799999999999999
1380,LUX,2011,80.664,1713,2.4876340370799994,59.6417655682,55.674536220300006,19772.13209774357,11.0,0.2799999999999999
1381,LUX,2012,80.955,1271,2.3202888596936995,63.5068431146,59.774188407,19576.5288989951,11.0,0.27
1382,LUX,2013,81.215,1313,2.239930524245601,68.2293550645,63.999214502300006,19402.08967277026,10.0,0.26
1383,LUX,2014,81.442,1019,2.138300628158402,73.743735154,68.3408038562,19347.63449389767,10.0,0.25
1384,LUX,2015,81.636,384,2.3628758856458,80.1479238568,72.754241912,19310.27185847639,10.0,0.25
1385,MDG,1990,51.003,582265,0.9475030243275646,60.8656321991,7.13929094519,75928.23750755443,778.0,15.95
1386,MDG,1995,54.616,838703,91.25951101685015,1428.24468572,248.23619889800003,70898.85695983215,644.0,13.7
1387,MDG,1996,55.43,819866,141.81875894204978,2110.64939943,416.242487671,69778.79124479755,612.0,13.18
1388,MDG,1999,57.782,737312,515.686705946403,5487.23832292,1513.6444105700002,65908.73803294085,544.0,11.37
1389,MDG,2000,58.485,722991,736.7564310179035,6089.06196941,1867.52476864,64959.6429026958,536.0,10.76
1390,MDG,2001,59.129,720545,1008.2983461925002,6061.91104613,2226.37448844,63109.43861188726,531.0,10.18
1391,MDG,2002,59.717,736090,1315.099553370773,5597.31955587,2661.23319666,62280.77576825863,527.0,9.63
1392,MDG,2003,60.256,529288,1644.78009554824,4881.92829003,3108.9937543700003,61769.10504357605,522.0,9.12
1393,MWI,1999,45.136,36746,73977.59793718853,118498.361402,111000.818958,117794.5685037866,904.0,18.32
1394,MWI,2004,46.823,32945,86704.81151936825,83000.4535098,115785.302998,107541.00032067644,699.0,12.420000000000002
1395,MWI,2005,47.844,33839,85749.13727879098,77159.579196,114488.713404,103797.75766940242,648.0,11.54
1396,MWI,2006,49.118,47433,83299.77743768801,71986.6509236,112790.87300700002,99620.34164558227,614.0,10.96
1397,MWI,2007,50.595,113643,78871.25651038102,67021.1556344,110470.180507,94592.90294861968,613.0,10.51
1398,MWI,2008,52.206,51716,72983.39470498315,62375.6638526,108001.929783,89129.00120400256,629.0,10.05
1399,MWI,2009,53.888,43648,67016.61158967896,58060.1131075,105780.757004,83878.70934091364,633.0,9.57
1400,MYS,1994,71.687,77511,584.2280048529778,2586.77029839,1675.5727649600003,30205.42078475748,67.0,1.38
1401,MYS,1998,72.257,126645,1496.0753183386705,3155.30857416,2458.9351333100003,28853.484855038565,60.0,1.1800000000000002
1402,MYS,1999,72.418,91810,1695.0658734442948,3345.47324938,2639.6677593900004,28796.11482763867,62.0,1.1
1403,MYS,2000,72.594,48608,1883.5430010685368,3486.73763358,2787.92746102,28422.68913975992,58.0,1.02
1404,MYS,2001,72.782,67587,2030.6038070624063,3580.57494688,2929.1833463800003,27806.132797870992,56.0,0.94
1405,MYS,2002,72.976,106205,2055.9243609330983,3647.04356515,3099.1622857300003,27331.678905630062,54.0,0.8900000000000001
1406,MYS,2003,73.17,91239,2048.9641575482515,3666.344641,3282.348897620001,27340.09268327773,55.0,0.86
1407,MYS,2004,73.364,19793,1995.5016042665973,3670.62131873,3463.14675324,26988.28359510361,53.0,0.8300000000000001
1408,MYS,2005,73.555,13035,1971.4315907510272,3692.51673605,3623.9011548,26451.069915764878,52.0,0.81
1409,MYS,2006,73.744,149606,1984.9787983878136,3696.43420878,3763.56549001,25961.267054282365,51.0,0.8
1410,MYS,2007,73.931,160731,1986.5825916981391,3639.63637917,3898.4798907,25850.808619588304,48.0,0.79
1411,MYS,2008,74.118,162369,1970.0075454592252,3574.17015794,4031.10061689,26152.406185066862,48.0,0.79
1412,MYS,2009,74.305,135221,2013.203029761876,3529.1567434,4163.08553968,26470.770165160982,48.0,0.79
1413,MYS,2010,74.493,122105,2075.115755364505,3513.88848786,4300.277235240001,25930.581624659044,48.0,0.79
1414,MYS,2011,74.683,94129,2244.605875261586,3554.76088471,4437.33884888,25338.35342835648,47.0,0.79
1415,MYS,2012,74.877,45955,2407.301403143001,3634.44949616,4569.02222825,25334.11555646018,45.0,0.8
1416,MYS,2013,75.072,10412,2477.748105872295,3723.04451707,4694.677423200001,25124.565456970377,43.0,0.8
1417,MYS,2014,75.268,3277,2398.4363763373794,3844.42057196,4809.854928510001,25735.8333585596,41.0,0.81
1418,MYS,2015,75.461,14470,2251.668191030468,4006.98898139,4918.3595849700005,25838.480947359178,40.0,0.82
1419,MDV,1997,67.644,2642,0.2099116043472844,0.65859515888,0.456346562655,35513.32485306305,276.0,5.960000000000001
1420,MDV,1999,69.348,1366,0.267910338231602,0.778747984089,0.547634454598,32934.60682674776,206.0,4.88
1421,MDV,2000,70.173,1217,0.3013800379029491,0.829660177341,0.593052182596,31543.96597806493,163.0,4.3500000000000005
1422,MDV,2001,70.964,313,0.3381224808986467,0.874965904124,0.642807567163,30317.25330984234,149.0,3.84
1423,MDV,2002,71.708,425,0.3787820953142744,0.918220665002,0.699867980032,29078.879336052727,146.0,3.370000000000001
1424,MDV,2004,73.034,155,0.4723712683259289,0.997975386788,0.8153945510080001,29237.51403048153,114.0,2.8600000000000003
1425,MDV,2005,73.612,357,0.5238740278101962,1.03180082639,0.8601291681559999,25854.231448298287,101.0,2.26
1426,MDV,2006,74.138,110,0.4907672480525778,1.05110799898,0.896076193981,24834.36589750559,87.0,2.0
1427,MDV,2007,74.621,166,0.4227937059623695,1.04959603129,0.930103816922,23828.56914389057,93.0,1.7800000000000002
1428,MDV,2008,75.073,177,0.4294747824153124,1.03420623772,0.96299685818,22871.797463921277,96.0,1.6
1429,MDV,2015,77.691,195,0.6830929036779568,1.126868285,1.32601526613,18792.13685053308,68.0,0.9
1430,MLI,1999,47.515,957070,4584.359685308835,11728.3639908,7726.49812636,87382.85031396426,841.0,22.67
1431,MLI,2002,49.54,897316,6179.809342567394,10926.8241079,9028.12909405,81007.94212371846,777.0,20.200000000000003
1432,MLI,2003,50.373,925765,6580.8109663786345,10337.6535871,9368.349746680002,78632.2704252919,754.0,19.200000000000003
1433,MLI,2004,51.224,955377,6840.560709147871,9796.17538298,9683.62760678,76314.53973008832,735.0,18.16
1434,MLI,2005,52.057,882923,7016.668105067327,9479.39578735,9974.66239368,74125.09241831547,714.0,17.180000000000003
1435,MLI,2006,52.839,881602,7027.702612550935,9355.05659078,10218.3528877,72458.37873354446,707.0,16.27
1436,MLI,2007,53.553,863767,6796.1526783881145,9259.75144638,10410.519540100002,70659.56016903972,697.0,15.47
1437,MLI,2009,54.756,762773,6207.831716008445,9106.61574998,10740.3619435,67429.36627937043,652.0,14.17
1438,MLI,2010,55.251,766727,5914.312302671928,9021.39945267,10936.8624818,66073.05715285873,630.0,13.65
1439,MLI,2011,55.701,771049,5630.138234674966,8832.89741337,11089.3537788,65068.533997112776,617.0,13.130000000000004
1440,MLI,2012,56.135,860817,5529.917153233911,8624.34018233,11233.7383336,64453.18365386886,617.0,12.66
1441,MLI,2013,56.578,1016025,5674.838206578789,8481.73234921,11453.3684265,64016.8484427418,610.0,12.21
1442,MLI,2014,57.036,1032866,5775.6058543011095,8331.42960259,11697.0958901,62765.13454274704,601.0,11.83
1443,MLI,2015,57.509,1156190,5622.716240506636,8160.61057314,11958.6538917,61825.08320107641,587.0,11.420000000000002
1444,MLT,1990,76.912,1458,2.623462350137773,18.2383631663,5.77252444626,24024.38118233157,13.0,1.12
1445,MLT,1991,77.215,1410,3.3406641946572915,17.9130926343,6.329620411720001,23781.77507468304,14.0,1.08
1446,MLT,1992,77.482,1431,4.172730010186411,17.7387171437,6.84602516073,23522.20165544841,15.0,1.04
1447,MLT,1993,77.725,1317,4.767458140479956,17.7046845958,7.301799974830001,23051.977115758727,14.0,1.01
1448,MLT,1994,77.948,1716,5.248245553598909,17.8499034873,7.66605901002,22766.966313719822,13.0,0.97
1449,MLT,1995,78.154,1389,5.589900697152483,18.1909800632,7.937400111,22636.24106946934,14.0,0.94
1450,MLT,1996,78.348,862,5.421851907566007,18.8878018323,8.20841752802,22349.268935360597,15.0,0.9
1451,MLT,1997,78.531,554,3.1685323317980174,19.9698705299,8.57527143763,22095.41952565969,15.0,0.86
1452,MLT,2011,81.094,168,1.8476800239935487,73.1247529542,24.5512561049,19552.57482058557,11.0,0.6900000000000001
1453,MLT,2012,81.314,25,1.8431688715615,78.2995229627,26.5064656369,19438.49794178,11.0,0.6900000000000001
1454,MLT,2013,81.522,77,1.807799519975344,83.3719421892,28.5762803797,19243.42853438048,9.0,0.6900000000000001
1455,MLT,2014,81.716,175,1.6778630200702385,87.9772770985,30.7175370985,19119.403035875035,9.0,0.6900000000000001
1456,MLT,2015,81.896,166,1.8353302797830395,92.0545082662,32.906177744000004,19140.32831304304,9.0,0.6900000000000001
1457,MRT,1994,60.341,200176,57.10693137931496,41.5506999515,99.9160833443,59360.51192280984,827.0,11.28
1458,MRT,1995,60.426,181245,57.24552564752236,38.4842804261,98.923500334,58049.45880842406,824.0,11.29
1459,MRT,1996,60.493,172293,56.30355133091776,39.1903752531,97.2104095859,57247.76964432715,824.0,11.32
1460,MRT,1998,60.593,165516,52.48679118277358,43.1742822505,90.1747152638,54906.649648120045,820.0,11.33
1461,MRT,1999,60.643,170295,50.24490512882036,45.5590430825,86.5504321346,53720.766062776514,821.0,11.33
1462,MRT,2000,60.706,171187,48.18072914679428,47.5181287159,84.1300423071,52682.36977470031,813.0,11.31
1463,MRT,2001,60.788,157680,46.22617292081064,49.1867196037,82.33058704390001,51625.46947215648,805.0,11.28
1464,MRT,2002,60.892,161472,44.380267562667854,51.041067946,80.1485607334,50430.31954477089,796.0,11.25
1465,MRT,2003,61.018,149442,42.56501987203926,53.0513023241,77.82655131290001,49344.01743099757,781.0,11.19
1466,MRT,2004,61.17,119295,39.77744151112186,55.1758823196,75.6408464654,48219.08228618703,764.0,11.090000000000002
1467,MRT,2005,61.349,128176,34.79475275079791,57.3560311009,73.8640827068,47365.24664690704,750.0,10.94
1468,MRT,2006,61.552,118297,29.59685504709397,60.2676533303,72.5345024477,45681.97405289361,745.0,10.740000000000002
1469,MRT,2007,61.776,116312,24.976070025976068,64.1943665259,71.6599752063,44487.46525848728,744.0,10.52
1470,MRT,2008,62.015,136998,21.90752053072844,68.4632507322,71.4621411549,43203.23674750798,739.0,10.28
1471,MRT,2009,62.266,144065,21.220366144764743,72.3152811706,72.1744329023,42188.14351410256,734.0,10.02
1472,MRT,2010,62.527,145484,20.117955435304182,74.8864380876,74.0180037927,41236.51572083788,723.0,9.740000000000002
1473,MRT,2011,62.799,145950,19.581868899458,76.214173249,76.646190973,40438.93492008795,704.0,9.46
1474,MRT,2012,63.079,156482,19.53198015869457,76.9438127716,79.59156127680001,39590.48274836437,682.0,9.19
1475,MRT,2013,63.366,144732,19.98086225225856,77.0332784485,82.8795827752,38914.003950358834,655.0,8.940000000000001
1476,MRT,2014,63.654,135997,19.53628271581665,76.4052021583,86.5029151101,38165.59580123629,629.0,8.67
1477,MUS,1990,69.425,3472,13.216914487708292,5.47873700697,7.4562254662,35173.51943222095,81.0,2.3000000000000003
1478,MUS,1991,69.721,9004,4.751385831405969,6.19544386834,7.255190883980001,34085.17432422333,76.0,2.17
1479,MUS,1993,70.154,8637,6.176163538907154,11.0821454591,7.58767851236,34254.871897001685,74.0,2.12
1480,MUS,1994,70.268,7385,5.350506656983221,14.9145421958,8.1391290029,33829.36140054392,68.0,2.16
1481,MUS,1995,70.339,6232,4.59909915206039,19.4321028332,8.95683260358,33461.644868119,60.0,2.22
1482,MUS,1996,70.406,3550,5.695081524016869,28.6838763469,11.427799939400002,33503.99526433984,50.0,2.27
1483,MUS,1997,70.51,2507,3.679813272925383,44.7172234973,16.4093003703,33420.189072465626,52.0,2.26
1484,MUS,1998,70.677,143,6.327756600050896,64.1971289356,23.0950134388,32463.44348910155,48.0,2.17
1485,MUS,1999,70.912,360,4.100422660214447,83.6448154236,30.634707961100005,32087.11861578079,43.0,2.02
1486,MUS,2000,71.2,292,8.069319063007269,99.3750455713,38.142247478600005,31144.380093702144,40.0,1.85
1487,MUS,2001,71.51,598,5.085532252736664,111.574601687,47.5310532594,30792.259585852527,36.0,1.7100000000000002
1488,MUS,2002,71.806,824,9.558854753784116,123.373423915,60.393895600300006,30781.524408941703,35.0,1.6100000000000003
1489,MUS,2003,72.062,1151,12.57355994212457,135.524527117,75.2971323916,30263.893095152245,38.0,1.56
1490,MUS,2004,72.272,2153,16.38336550620453,148.76135156,90.7529636973,29926.3361298639,37.0,1.55
1491,MUS,2005,72.446,775,22.844528520245277,163.767212584,105.20420942,30028.0738345451,39.0,1.57
1492,MUS,2006,72.606,715,34.30832638297538,188.769453406,122.05995210700002,29922.932291036806,42.0,1.6
1493,MUS,2007,72.777,734,54.693010107394336,225.45057234,143.87641830200002,29552.74078029599,45.0,1.6100000000000003
1494,MUS,2008,72.977,454,52.95390593605902,264.681201078,167.772148678,29515.10592176726,46.0,1.58
1495,MUS,2009,73.208,1090,38.24807393739263,297.194970257,190.753102564,29312.49204954555,52.0,1.54
1496,MUS,2010,73.46,1209,69.34090299920149,313.601051688,209.740967479,28813.089981564983,59.0,1.5
1497,MUS,2011,73.718,1338,65.76281111987427,318.705669348,228.87956389300004,28447.31762375966,51.0,1.4900000000000002
1498,MUS,2012,73.96,4732,84.73012636849258,323.000913933,253.780562077,28515.150028504617,54.0,1.4800000000000002
1499,MUS,2013,74.173,2305,105.68079695740136,325.624169478,283.547211461,28102.242547750386,54.0,1.4800000000000002
1500,MUS,2014,74.352,1229,112.28441768139372,325.387922959,317.119602894,28331.527202862788,54.0,1.47
1501,MUS,2015,74.5,1063,89.67670271968377,321.335729999,353.46874115300005,28280.59897600388,53.0,1.4300000000000002
1502,MEX,1990,70.866,209888,2058.4408028359103,17576.0147345,3317.8903695100003,33874.954229161514,90.0,4.57
1503,MEX,1991,71.248,257508,2548.387845634654,14751.2706296,4477.83373237,33196.6743595109,87.0,4.3500000000000005
1504,MEX,1992,71.61,226919,3124.9423191818964,12077.4526667,5575.06484258,32792.438499323864,87.0,4.14
1505,MEX,1993,71.953,285396,3769.643900088072,9790.07203066,6557.5160416300005,32289.44500589131,87.0,3.93
1506,MEX,1994,72.279,392900,4104.992111625799,8171.45442752,7365.88547119,31566.72220739456,86.0,3.74
1507,MEX,1995,72.598,461881,4658.794680746665,7544.99092695,7935.555893480001,31071.85884798632,85.0,3.5500000000000003
1508,MEX,1996,72.925,529379,5084.180444676871,7614.70438128,8277.62086527,30347.812267143272,82.0,3.370000000000001
1509,MEX,1997,73.268,529542,4851.429831577234,7826.76334934,8493.32873751,29963.527150889706,82.0,3.19
1510,MEX,1998,73.625,442046,5050.792798964291,8127.79916813,8637.05469931,29659.727794244773,83.0,3.01
1511,MEX,1999,73.988,13655,5147.942891351425,8465.41456215,8772.654940190001,28944.77188377972,82.0,2.84
1512,MEX,2000,74.34,2420,5071.594259185702,8784.98071592,8969.55861068,28149.19469371737,77.0,2.68
1513,MEX,2001,74.658,14999,5270.600463942438,9221.95229634,9256.34632967,27640.415940564693,69.0,2.53
1514,MEX,2002,74.922,26525,5346.1867557525375,9876.28566507,9612.93356421,27477.739096862148,61.0,2.39
1515,MEX,2003,75.118,31635,5460.328664109219,10635.0351812,10031.1176247,27208.60822016148,57.0,2.27
1516,MEX,2004,75.243,36460,5533.037221887849,11375.3164269,10505.5202985,26540.981280699143,54.0,2.16
1517,MEX,2005,75.3,21959,5529.096805223085,11965.8470098,11030.0314925,26382.416748736727,54.0,2.06
1518,MEX,2006,75.296,11664,5710.401699582658,12534.9143353,11658.452316,25894.6241725252,51.0,1.98
1519,MEX,2007,75.255,1966,5905.455117975715,13252.054832,12426.4764159,25534.921566308,50.0,1.9
1520,MEX,2008,75.194,9196,6080.401957992263,14021.8346233,13287.0915518,26103.991192239027,50.0,1.84
1521,MEX,2009,75.128,2309,5919.380662439986,14738.5063593,14188.4976681,26576.92596588417,53.0,1.7800000000000002
1522,MEX,2010,75.065,18757,5741.15948811618,15296.3274646,15078.291589900002,26689.387898183348,45.0,1.7300000000000002
1523,MEX,2011,75.011,35529,5785.194545308206,15791.1694787,16018.2373027,26474.572880044976,42.0,1.6800000000000002
1524,MEX,2012,74.966,44730,5778.6865026787455,16385.2274452,17105.775682000003,26264.54718662976,42.0,1.63
1525,MEX,2013,74.93,54731,5669.779668245168,17053.2269251,18328.9983571,25952.44110058164,41.0,1.59
1526,MEX,2014,74.908,67610,5591.701183119866,17761.6288364,19670.4659765,25688.759378343424,39.0,1.54
1527,MEX,2015,74.904,77591,5801.786394845561,18483.7660524,21115.329929600004,25571.05552135395,38.0,1.5
1528,FSM,2014,67.152,1308,20.457699193439737,55.219289551,42.507482448000005,41712.33020500861,102.0,3.54
1529,FSM,2015,67.315,2059,24.157179146448165,61.968335774,49.1305644304,42049.57454119758,100.0,3.43
1530,MDA,2000,67.006,0,166.17269730282882,287.857160614,276.197583839,39672.03543563024,49.0,3.1100000000000003
1531,MDA,2001,67.185,0,138.06000733175074,343.377134857,297.274013765,39023.78207699475,45.0,2.8100000000000005
