country,year,gov_exp_pre_primary (% of GDP),gov_exp_primary (% of GDP),gov_exp_secondary (% of GDP),gov_exp_tertiary (% of GDP),gov_exp_pre_primary (US $ millions),gov_exp_primary (US $ millions),gov_exp_secondary (US $ millions),gov_exp_tertiary (US $ millions),gov_exp_all_levels (US $ millions),all_staff_compensation_primary,capital_exp_primary,oecd,gdp,population,gov_exp_primary_per_person (US dollars)
MWI,2016,0.0,2.08558,1.3655,1.09723,0.0,132.9183,87.02597,69.92857,302.63626,96.26705,0.85666,0,5433040159.88747,17205252.0,7.7254491826100535
MYS,2010,0.05842,1.41954,1.67453,1.71114,148.96963,3620.05219,4270.31694,4363.69918,12665.27401,76.38742555555557,1.8968762499999998,0,255016609232.871,28208028.0,128.334110771586
MYS,2011,0.09642,1.68689,1.76083,2.13043,287.28095,5026.13578,5246.43706,6347.64665,17170.78904,76.02155,1.8968762499999998,0,297951960784.314,28650962.0,175.42642302900683
MYS,2012,0.19959,1.92766,1.97768,1.63379,627.60093,6061.38047,6218.68236,5137.35199,18045.99561,74.94016,4.64527,0,314443149443.149,29068188.0,208.5228177965548
MYS,2013,0.17115,1.76212,1.87522,1.67217,553.29456,5696.52828,6062.15754,5405.7462,17719.48204,75.50046,2.00189,0,323277158906.979,29468924.0,193.30628698896507
MYS,2014,0.17464,1.68094,1.81834,1.39302,590.38216,5682.62127,5758.4315425,4327.1642575,17621.94915,75.91383,1.10855,0,338061963396.376,29866606.0,190.26672364446097
MYS,2015,0.15197,1.62495,1.81834,1.39302,457.98153,4896.86825,5758.4315425,4327.1642575,14750.93764,74.97481,0.91452,0,301354803994.367,30270964.0,161.76783302969804
MYS,2016,0.16142,1.60553,1.87349,1.11148,486.27985,4836.75119,5643.98486,3348.38678,14315.40268,82.27136,1.86119,0,301255380276.258,30684652.0,157.62770227930235
MYS,2017,0.14964,1.57897,1.96702,0.98193,477.28305,5036.26376,6273.98422,3131.95912,14919.49014,80.82951,0.83835,0,319112136545.438,31104656.0,161.91350130990034
MYS,2018,0.1437,1.52523,1.85388,0.95662,515.28582,5469.18353,6647.6889,3430.26259,16069.00368,79.96353,0.60342,0,358791603677.728,31528032.0,173.47050174270314
MYS,2019,0.13431,1.51821,1.56407,0.9466,489.82287,5536.92973,5704.20046,3452.26155,15183.21461,67.07162,3.20182,0,365276282438.141,31949788.0,173.30098497054192
MDV,2010,0.52144,1.75054,1.03096,0.29888,13.49574,45.30714,26.68313,7.73547,106.56738,81.41169,1.18268,0,2588176054.6875,365730.0,123.88138790911329
MDV,2011,0.45863,1.53968,0.90221,0.15327,12.72396,42.71616,25.03037,4.25238,97.28537,73.8168,1.17924,0,2774351760.03287,380493.0,112.26529791612461
MDV,2012,0.45179,1.51672,0.89587,0.45434,13.0394,43.77512,25.85636,13.11307,108.53107,71.18829,1.30845,0,2886170571.69634,397231.0,110.20066409721295
MDV,2013,0.44349,1.48886,0.89215,0.54032,14.61308,49.0582,29.39647,17.80354,125.21431,82.75587,0.68856,0,3295011381.75405,415592.0,118.04413944445514
MDV,2014,0.41125,1.38061,0.82923,0.4461,15.20521,51.04606,30.65947,16.49376,128.31513,76.01204,0.80471,0,3697351596.83753,435018.0,117.34240881986491
MDV,2015,0.51589,1.73192,1.0613,0.55661,21.20012,71.17185,43.61344,22.87353,179.44025,64.86828,1.09542,0,4109424799.72407,454914.0,156.45121935134992
MDV,2016,0.44447,1.49214,0.88575,0.8441,19.46377,65.34266,38.78824,36.96417,179.53189,71.58288,0.90639,0,4379136461.83077,475505.0,137.4173983449175
MDV,2019,0.43443,1.45843,0.86256,0.4705171428571429,24.88939,83.55723,49.41848,17.033702857142856,132.12648571428574,68.0873,0.77925,0,5607762625.14627,530957.0,157.37099237791386
MLI,2010,0.00692,0.84535,1.79809,0.69353,0.73918,90.36125,192.20077,74.13256,357.43376,65.20098,2.73701,0,10689167195.3375,15049352.0,6.004328292673332
MLI,2011,0.01107,1.4442,1.42582,0.87314,1.43876,187.67471,185.28609,113.46566,487.86522,70.3471,2.90766,0,12995113407.2335,15514593.0,12.096656998994431
MLI,2012,0.01193,1.33317,1.38891,0.7078,1.48494,165.872,172.80736,88.0639,432.91636,84.04145,0.0,0,12442036265.1484,15979492.0,10.380304955877197
MLI,2013,0.01044,1.29606,1.32001,0.62522,1.38306,171.63359,174.80482,82.79649,434.97631,80.90239,0.0,0,13242691429.5942,16449854.0,10.433745490993415
MLI,2014,0.00853,1.57553,1.2447,0.78752,1.22495,226.33002,178.80548,113.13042,524.05782,83.95478,0.04543,0,14364937996.8661,16934212.0,13.365252543194805
MLI,2015,0.01203,1.71569,1.25476,0.78975,1.57695,224.83946,164.4348,103.49512,498.18191,82.40131,1.2977,0,13104764333.9941,17438772.0,12.893078709899987
MLI,2016,0.00992,1.22539,1.15788,0.67323,1.39141,171.79946,162.33545,94.38638,434.07147,78.85752,2.28453,0,14026048690.7312,17965448.0,9.56277071409519
MLI,2017,0.01332,1.6918,1.40136,0.65472,2.04836,260.12515,215.46794,100.6667,582.32205,80.85744,2.71391,0,15365714371.3316,18512428.0,14.051379430078
MLT,2010,0.47631,1.39733,2.95057,1.4726,41.67322,122.25522,258.15042,128.84046,564.74954,84.04652,6.95303,0,9035932122.49768,414508.0,294.9405560326942
MLT,2011,0.41345,1.15286,5.03495,1.08402,39.34064,109.69824,479.0908,103.14755,741.82399,80.62711,8.41973,0,9638916481.06904,416268.0,263.5279195133904
MLT,2012,0.46074,1.48235,3.0372,1.44619,42.41323,136.45748,279.58919,133.12891,600.42259,88.70519,2.2283,0,9462238211.48657,420028.0,324.8771034311999
MLT,2013,0.43997,1.5941,2.82326,1.51612,44.67363,161.86317,286.67048,153.9457,799.73529,86.06743,8.53055,0,10551661176.7831,425967.0,379.98992879730116
MLT,2014,0.51985,1.51427,2.37617,1.38832,58.75554,171.14747,268.56326,156.9129,814.32861,86.76294,6.97379,0,11626281387.0068,434558.0,393.84264010787973
MLT,2015,0.50611,1.26626,1.95843,1.32135,54.06475,135.26668,209.20741,141.15147,557.23105,81.62947,12.36565,0,11091434483.5238,445053.0,303.93386855048726
MLT,2016,0.3736,0.96104,2.11574,1.40328,42.75645,109.98566,242.13585,160.59818,595.97639,91.4725,5.9308,0,11721521912.7202,455356.0,241.53774189864635
MLT,2017,0.35104,0.95007,1.92017,1.25682,44.74944,121.11414,244.78015,160.21754,615.00552,88.79467,7.86991,0,13221298307.8894,467999.0,258.7914504090821
MRT,2010,0.015,1.32063,0.6445,0.31653166666666666,0.84453,74.33652,36.27843,21.503015,147.37780800000002,69.06912480645161,7.336694838709678,0,5628882266.37767,3494200.0,21.274260202621488
MRT,2011,0.0,1.05066,0.49204,0.299,0.0,71.07336,33.28496,20.22638,157.68467,69.06912480645161,7.336694838709678,0,6764635686.79345,3598646.0,19.750028205052676
MRT,2012,0.0,1.02008,0.61832,0.26413,0.0,68.63327,41.60164,17.77111,145.20907,69.06912480645161,7.336694838709678,0,6728208836.22143,3706555.0,18.5167277971054
MRT,2013,0.0,0.99102,0.5352,0.26559,0.0,71.5822,38.65787,19.18394,165.66358,69.06912480645161,7.336694838709678,0,7223063169.72749,3817497.0,18.75108218814579
MRT,2015,0.009421666666666667,1.17632,0.64874,0.37374,0.6470233333333334,72.54205,40.00662,23.04811,147.37780800000002,69.06912480645161,7.336694838709678,0,6166857628.62212,4046304.0,17.92797822407807
MRT,2016,0.00972,1.0868,0.50283,0.34472,0.62198,69.54136,32.17459,22.05751,124.39543,69.06912480645161,7.336694838709678,0,6398744505.08129,4163532.0,16.702492018795578
MRT,2019,0.03181,0.92774,0.50053,0.35201,2.41563,70.45016,38.00908,26.73104,143.93629,69.06912480645161,7.336694838709678,0,7889662452.16785,4525698.0,15.566694905404646
MUS,2010,0.04907,0.95754,1.86971,0.33258,4.90833,95.78878,187.03954,33.2701,355.27735,80.55579,11.33895,0,10003670690.3497,1250400.0,76.60650991682662
MUS,2011,0.04757,0.90311,1.62327,0.26533,5.47969,104.02355,186.97485,30.56156,383.8013,80.55579,11.33895,0,11518393367.2403,1252404.0,83.05910073746172
MUS,2012,0.05404,0.90288,1.83742,0.26833,6.30616,105.35441,214.40266,31.31115,398.85857,80.55579,11.33895,0,11668685524.1265,1255882.0,83.88878095235061
MUS,2013,0.06098,0.99329,1.96983,0.29007,7.39706,120.48311,238.93373,35.18406,438.58261,80.55579,11.33895,0,12129642296.4425,1258653.0,95.72384922611712
MUS,2014,0.056737777777777776,1.11528,3.03013,0.34711,6.867116666666667,142.79463,387.96144,44.44249,629.53928,80.55579,11.33895,0,12803445933.5894,1260934.0,113.245126231825
MUS,2015,0.05758,1.00763,3.13433,0.33338,6.73195,117.81485,366.47488,38.97971,571.36296,80.55579,11.33895,0,11692287066.381,1262605.0,93.31093255610425
MUS,2016,0.06175,1.08519,3.19486,0.31855,7.21973,126.88302,373.55199,37.24538,586.20463,80.55579,11.33895,0,12232463655.5727,1263473.0,100.42400589486282
MUS,2017,0.05969,1.15798,3.1687,0.29446,7.30124,141.64971,387.61012,36.01946,614.45224,80.55579,11.33895,0,13259351418.4459,1264613.0,112.01032252554735
MUS,2018,0.05989,1.10356,3.03245,0.31059,7.94051,146.32527,402.08344,41.18162,641.03546,80.55579,11.33895,0,14181951058.5129,1265303.0,115.6444503806598
MUS,2019,0.06007,1.07125,2.93508,0.33222,8.51938,151.92253,416.24723,47.11443,669.28839,80.55579,11.33895,0,14045808843.221,1265711.0,120.02939849618119
MEX,2010,0.52624,1.85649,1.56086,1.01448,5566.55482,19637.93444,16510.80341,10731.169,54574.32703,93.73102,2.05857,1,1057801295584.05,114092960.0,172.12222769923753
MEX,2011,0.5298,1.81263,1.56551,0.9254,6254.20935,21397.90627,18480.64691,10924.28598,60271.64684,92.18025,2.59644,1,1180489601957.61,115695470.0,184.95024826900746
MEX,2012,0.52802,1.76878,1.60077,0.9933,5910.382085,21244.68488,19226.7277,11930.43508,61292.85176,92.28002,2.49102,1,1201089987015.45,117274160.0,181.15401449048963
MEX,2013,0.52802,1.77298,1.65319,1.0374,5910.382085,22595.66634,21068.9689,13221.10603,59848.43559,90.58983,3.054,1,1274443084716.57,118827160.0,190.15573830090696
MEX,2014,0.52802,1.72325,1.68246,1.12178,5910.382085,22653.21586,22116.97906,14746.53786,69154.23482,92.29659,1.97994,1,1315351183524.54,120355140.0,188.2197687018525
MEX,2015,0.52802,1.69987,1.69151,1.12429,5910.382085,19898.06716,19800.21056,13160.58789,61281.90945,93.07958,1.56646,1,1171867608197.72,121858250.0,163.28863648195565
MEX,2016,0.52802,1.59323,1.61741,1.03546,5910.382085,17173.49203,17434.16732,11161.25982,52919.54655,89.49825,2.18194,1,1078490651625.31,123333380.0,139.24448180190902
MEX,2017,0.52802,1.49102,1.50492,0.91119,5910.382085,17262.03331,17423.01555,10549.21444,52362.28281,91.46476,1.87069,1,1158913035796.37,124777330.0,138.34270685777147
MDA,2010,1.47916,1.368,2.83174,1.36481,103.17054,95.41729,197.51262,95.19525,529.55994,63.44769,7.41055,0,6974960345.3712,2861487.0,33.34535156022026
MDA,2011,1.47464,1.34629,2.5951,1.29699,124.0813,113.28132,218.36129,109.13325,600.48073,64.58869,5.33213,0,8414360656.29632,2859833.0,39.611166106552375
MDA,2012,1.53093,1.27568,2.43534,1.2265,133.33104,111.1013,212.09741,106.81806,608.19525,65.13843,4.8094,0,8709165249.26928,2859458.0,38.85397162679081
MDA,2014,1.31554,1.42218,2.23959,1.07742,125.11045,135.25249,212.98991,102.46525,595.91201,61.19087,11.73615,0,9510219299.49557,2856950.0,47.34156705577626
MDA,2015,1.48004,1.35745,2.15663,1.050142857142857,114.63273,105.13754,167.03603,91.61351714285715,564.7677871428572,65.5284,9.11992,0,7745231660.33425,2834530.0,37.09170126969904
MDA,2016,1.25101,1.26302,1.94964,0.90982,100.97539,101.94447,157.36473,73.43622,452.68472,69.00005,9.81468,0,8071480540.86068,2802170.0,36.380544363832314
MDA,2017,1.29637,1.2773,1.98484,0.8281,125.35551,123.51232,191.92921,80.07558,543.28962,66.72782,13.11363,0,9669759987.02633,2755158.0,44.82948709293623
MDA,2018,1.32526,1.26921,1.95813,0.64736,151.84098,145.41803,224.35068,74.17101,623.25224,69.3154,11.61017,0,11456728401.3069,2708214.0,53.69517696902829
MCO,2010,0.04173,0.20092,0.49725,0.9267261826697893,2.23964,10.78444,26.69074,36.081567150663545,70.71043,89.42587,2.42075,0,5367625613.15127,35609.0,302.85714285714283
MCO,2011,0.04075,0.18898,0.81784,0.9267261826697893,2.48143,11.5065,49.79671,36.081567150663545,96.80528,90.14991,8.01771,0,6088808463.25167,36025.0,319.40319222761974
MCO,2012,0.04395,0.18255,1.02947,0.9267261826697893,2.52419,10.48389,59.12272,36.081567150663545,102.22807,93.60506,5.01445,0,5743029680.07195,36459.0,287.55286760470665
MCO,2013,0.03977,0.17506,0.69843,0.9267261826697893,2.60702,11.47705,45.78915,36.081567150663545,87.48308,90.18231,6.50131,0,6555983530.34932,36899.0,311.03959456895853
MCO,2014,0.03709,0.16345,0.41963,0.9267261826697893,2.62222,11.55538,29.66598,36.081567150663545,72.24818,93.09966,5.58356,0,7069616048.89066,37320.0,309.6296891747052
MCO,2016,0.04107,0.17413,0.43134,0.9267261826697893,2.65826,11.27119,27.92032,36.081567150663545,88.74019,82.13408,13.22978,0,6472990923.1791,38070.0,296.0648804833202
MCO,2019,0.04072666666666666,0.18084833333333336,0.6489933333333334,0.9267261826697893,4.43806,10.74911,29.69969,36.081567150663545,85.57025,88.73602,6.80726,0,7423709839.9194,38967.0,275.85161803577387
MNG,2010,1.02108,1.24935,1.56356,0.31042,73.41018,89.8215,112.41192,22.31752,333.95895,68.0120125,6.504457500000001,0,7189481824.07288,2719902.0,33.02380012221029
MNG,2011,1.09476,1.5088,1.40052,0.17642,113.96221,157.06348,145.79098,18.36469,479.79079,61.5654,0.66041,0,10409797649.3063,2770357.0,56.694310516659044
MNG,2012,1.11058,0.9556,1.96715,1.01582,136.52148,117.46945,241.81774,124.87205,638.63535,73.76273,0.00312,0,12292770631.1967,2824698.0,41.58655190749595
MNG,2013,1.12642,1.11528,1.74294,0.81096,141.72749,140.3262,219.29875,102.03542,621.65356,68.0120125,6.504457500000001,0,12582122604.1921,2881783.0,48.69422853837364
MNG,2014,1.08893,1.14825,1.66066,0.67361,133.13808,140.39108,203.04081,82.35901,576.46207,68.0120125,6.504457500000001,0,12226514722.0861,2940111.0,47.75026521107536
MNG,2015,1.07427,1.10442,1.40903,0.47811,126.22289,129.76559,165.55573,56.17639,490.78061,68.0120125,6.504457500000001,0,11619892396.0767,2998433.0,43.27780210529966
MNG,2016,1.3004,1.48939,1.46414,0.56788,145.4723,166.61425,163.78973,63.52753,579.54054,62.59652,14.71648,0,11181350461.4723,3056358.0,54.513983636733656
MNG,2017,1.0762,1.31719,1.19494,0.26202,122.96361,150.49838,136.53089,29.93833,467.1527,74.1234,10.63782,0,11480847745.3187,3113788.0,48.332892284253134
MMR,2011,0.0,0.39756,0.1854,0.15055,0.0,196.95632,91.84727,74.58379,390.10398,86.46878,3.75937,0,7899425952188.79,50990612.0,3.8625996487353396
MMR,2017,0.01035,0.75111,0.82255,0.23549,6.95253,504.62842,552.62424,158.21047,1402.59378,71.17802,17.21545,0,61449391917.1299,53382520.0,9.45306478600111
MMR,2018,0.005175,0.75628,0.78768,0.28413,3.476265,521.42399,543.07592,195.89891,1325.75539,74.91048666666666,13.735643333333334,0,67144726167.9303,53708320.0,9.708439772459835
MMR,2019,0.005175,0.7019,0.74154,0.28265,3.476265,534.04607,564.2102,215.05658,1470.04074,67.08466,20.23211,0,68697761477.1818,54045424.0,9.881429924576038
NAM,2010,0.03976333333333334,3.34095,1.96579,1.92755,4.55091,296.54897,174.48741,171.09338,741.12761,88.86604,0.10849,0,11431334447.4305,2118877.0,139.95572654760045
NAM,2014,0.04024,0.54208,0.49189,1.62627,4.97219,66.98143,60.7806,200.95011,741.12761,94.99258,2.61017,0,12435416060.2791,2273426.0,29.46277116563284
NAM,2016,0.04105,0.61234,0.58493,1.77691,4.62766,69.02429,65.93406,186.021745,741.12761,95.1177,4.14814,0,10721994676.6562,2358044.0,29.271841407539466
NAM,2017,0.038,0.63039,0.60366,1.77691,4.05288,67.23472,64.38459,186.021745,741.12761,96.1783,3.69108,0,12895153160.466,2402623.0,27.983882614958734
NPL,2010,0.0381,2.02291,1.10781,0.4629,4.89734,260.0454,142.40913,59.50558,466.85744,76.23455,11.9447,0,16002656434.4746,27013208.0,9.626601920068138
NPL,2011,0.07363,2.09451,1.22223,0.45225,11.78223,335.17763,195.59005,72.37174,614.92165,70.559,13.74594,0,21621710002.5111,27041220.0,12.39506316652873
NPL,2012,0.06191,2.04013,1.21,0.44913,11.70965,385.86097,228.85365,84.94653,711.3708,73.97422,12.22105,0,21703106502.4926,26989160.0,14.296886972399289
NPL,2013,0.06077,1.90359,1.11621,0.39408,11.45524,358.85593,210.4229,74.28934,655.02341,76.97262,10.43065,0,22162208956.0893,26916796.0,13.332044794633061
NPL,2014,0.08226,2.1352,1.31981,0.45575,15.85228,411.47713,254.34366,87.8282,769.50127,75.09977,11.07369,0,22731602969.6861,26905982.0,15.293146706186008
NPL,2015,0.07827,1.99142,1.23399,0.39991,15.65586,398.34379,246.83441,79.99295,740.82702,75.42726,9.39263,0,24360795410.1597,27015032.0,14.745264414271285
NLD,2010,0.37759,1.16903,2.1679100000000004,1.6494933333333333,3196.51998,9279.77567,17204.93229333333,13092.60407,46468.17215,73.76658,12.17862,1,846554894931.084,16615394.0,558.5047017241963
NLD,2011,0.37988,1.16903,2.1679100000000004,1.6494933333333333,3434.48003,9279.77567,17204.93229333333,13092.60407,49390.58951,73.5374,12.05086,1,904085980796.018,16693074.0,555.905740907876
NLD,2012,0.37195,1.16903,2.1679100000000004,1.6494933333333333,3120.54473,9279.77567,17204.93229333333,13092.60407,45390.19714,72.89311,11.69298,1,838971306990.906,16754962.0,553.8523853411306
NLD,2013,0.37926,1.16903,2.1679100000000004,1.6494933333333333,3325.85735,9279.77567,17204.93229333333,13092.60407,48463.7257,73.52469,11.83836,1,876923518850.405,16804432.0,552.2219180035362
NLD,2014,0.36472,1.16903,2.1679100000000004,1.6494933333333333,3249.56895,9279.77567,17204.93229333333,13092.60407,48637.7936,70.41385,12.33591,1,890981311077.658,16865008.0,550.2384386654309
NLD,2015,0.35399,1.1951,2.18777,1.61118,2708.97483,9145.71786,16742.21801,12329.80811,40927.55861,71.5736,11.41976,1,765264949780.999,16939924.0,539.8913159232592
NLD,2016,0.34873,1.16281,2.21867,1.74939,2732.42369,9110.92251,17383.89307,13706.93308,42934.17236,72.03028,10.63301,1,783528181704.567,17030314.0,534.9826497620654
NLD,2017,0.34072,1.14918,2.09729,1.58791,2841.15042,9582.68664,17488.6858,13241.07102,43153.595,71.62898,10.74138,1,831809944960.879,17131296.0,559.3672913012535
NZL,2013,0.47025,1.5429,2.53746,1.69227,828.80549,2719.329,4472.22017,2982.58742,11808.58551,70.63348125,7.388267230769233,1,190906575136.003,4442100.0,612.1719457013575
NZL,2014,0.43894,1.45917,2.43005,1.58286,837.70353,2784.76785,4637.64299,3020.83032,12108.12278,70.63348125,7.388267230769233,1,201313497220.917,4516500.0,616.5765194287612
NZL,2015,0.48066,1.47259,2.34352,1.62023,965.75507,2958.75599,4708.64331,3255.39366,12733.19785,70.63348125,7.388267230769233,1,178064471137.921,4609400.0,641.8961231396712
NZL,2016,0.48314,1.68073,2.29122,1.52699,857.41151,2982.74674,4066.16866,2709.91205,11417.11317,70.63348125,7.388267230769233,1,188943457301.474,4714100.0,632.728779618591
NZL,2017,0.45959,1.62862,2.27609,1.49767,865.05652,3065.45012,4284.13786,2818.96059,11827.36186,70.63348125,7.388267230769233,1,206950600690.395,4813600.0,636.8310869203923
NER,2010,0.06648,1.67366,0.58407,0.34499,5.18073,130.41897,45.5134,26.88294,213.87911,82.43223,9.07261,0,7851191899.3408,16464025.0,7.921451163977216
NER,2011,0.05676,1.74864,0.75321,0.44582,4.93911,152.15053,65.53787,38.79131,269.94963,87.73404,8.66716,0,8772951261.81807,17114770.0,8.890013129010791
NER,2012,0.20701,1.66701,0.76479,0.56531,19.38946,156.14048,71.63394,52.95003,300.60767,80.71744,13.39138,0,9426913349.22319,17795208.0,8.774299238311798
NER,2013,0.19064,1.9782,0.93193,0.60414,19.36286,200.92278,94.6547,61.36196,377.25482,70.50125,20.29341,0,10224897934.722,18504288.0,10.858174062141703
NER,2014,0.2304,2.67582,1.49312,0.71366,24.9185,289.3981,161.48537,77.18407,554.55026,68.5653,22.41295,0,10862944203.5591,19240182.0,15.041339006044746
NER,2015,0.34235,2.05753,1.44592,0.60693,33.09683,198.91352,139.78565,58.67581,434.527,79.94972,5.57986,0,9683867893.68343,20001664.0,9.944848588597429
NER,2016,0.30498,1.51519,0.52102,0.64243,31.36631,155.83182,53.58525,66.07106,307.55687,91.67728,3.86063,0,10398862244.9737,20788788.0,7.495955031144672
NER,2017,0.27788,1.24221,0.45467,0.60042,31.02833,138.70569,50.76856,67.04341,288.26904,91.05502,0.93993,0,11185102399.5762,21602388.0,6.420849861598635
NOR,2010,0.32776,1.79901,2.38355,1.99867,1405.30539,7713.37102,10219.62223,8569.41955,28925.39363,68.9722,12.30012,1,428757038466.841,4889252.0,1577.6178073864876
NOR,2011,0.35401,1.67531,2.27448,1.92936,1763.95945,8347.79271,11333.3364,9613.69763,32161.80727,71.27766,10.65919,1,498283438454.281,4953088.0,1685.371370345126
NOR,2012,0.7123,1.62479,2.229001428571429,2.0481585714285715,3629.1933,8278.40825,9847.44337857143,9063.920582857143,37574.55952,72.72233,9.74162,1,509506317146.541,5018573.0,1649.5542159095824
NOR,2013,0.7316,1.67207,2.13681,1.9923,3824.52255,8740.92255,11170.3966,10414.97872,39130.55319,70.49143,12.25221,1,522761531914.894,5079623.0,1720.7817489605034
NOR,2014,0.75449,1.66351,2.07574,2.19871,3760.46549,8291.10817,10345.70431,10958.57011,38352.86961,71.62434,12.34656,1,498410050251.256,5137232.0,1613.9251974604222
NOR,2015,0.66395,1.7954,2.22273,1.96084,2561.5418,6926.68224,8575.33616,7564.93591,29202.60825,70.34264,14.45305,1,385801550067.169,5188607.0,1334.979164928082
NOR,2016,0.74875,1.83405,2.29482,2.14614,2761.53361,6764.32961,8463.76304,7915.40678,29618.26216,71.61853,13.32149,1,368827142857.143,5234519.0,1292.2542854462845
NOR,2017,0.71799,1.85965,2.21488,2.11109,2860.41144,7408.72928,8823.94491,8410.43538,31520.86629,70.87032,14.27219,1,398393955268.99,5276968.0,1403.974646046745
OMN,2010,0.0,1.17855,1.42503,1.28951,0.0,672.34102,812.95492,844.38917,3158.648792983871,83.64294000000001,5.9402550000000005,0,56913065779.2588,3041435.0,221.06045994736036
OMN,2011,0.0,1.41879,1.62719,1.28951,0.0,965.01622,1106.76419,844.38917,3158.648792983871,82.51026,7.057,0,67871907375.4484,3251102.0,296.82742036392585
OMN,2016,0.03948666666666666,2.62989,2.3155,1.28951,30.397043333333333,1722.08102,1516.21555,844.38917,3158.648792983871,84.77562,4.82351,0,65441278668.2947,4479217.0,384.46027955332374
OMN,2019,0.11846,1.4608,2.36888,1.28951,91.19113,1124.57272,1823.63537,844.38917,3158.648792983871,83.64294000000001,5.9402550000000005,0,76331518668.5771,4974992.0,226.04513132885438
PAK,2013,0.4903867057569297,0.81492,0.62669,0.80372,953.5518351599148,1828.53651,1406.19631,1803.40787,5594.86592,70.63348125,0.62578,0,231218567178.979,191260800.0,9.560435332279274
PAK,2014,0.4903867057569297,0.86641,0.82308,0.55049,953.5518351599148,2003.29491,1903.11519,1272.82681,5701.68154,70.63348125,0.62578,0,244360888750.807,195305010.0,10.257263397976974
PAK,2015,0.4903867057569297,0.82286,0.99084,0.6039,953.5518351599148,2010.75744,2421.22944,1475.7011,6475.61858,70.63348125,0.62578,0,270556131701.171,199426960.0,10.082676083514485
PRY,2010,0.18545,1.06776,1.00186,0.51405,50.47327,290.60241,272.66501,139.90429,754.68308,79.36699,3.77922,0,27237782849.6908,6248017.0,46.51114265534169
PRY,2011,0.18196,1.11814,1.15508,1.23799,61.34752,376.98808,389.44092,417.39447,1246.55692,78.23816,3.20985,0,33756238766.5,6333981.0,59.51834715007829
PRY,2012,0.22508,1.40299,1.20998,0.82144,74.91304,466.95921,402.72118,273.4008,1220.67587,73.83683,7.22844,0,33296438306.4747,6421510.0,72.71797599007087
PRY,2016,0.29919,1.25281,1.07546,0.80203,107.86924,451.69273,387.75011,289.16518,1239.67027,70.17301,6.57561,0,36089550659.0914,6777878.0,66.64220424150449
PER,2010,0.34531,1.14292,0.98106,0.39631,509.42963,1686.13469,1447.34552,584.67538,4230.10143,64.93797,19.41116,0,147528937028.778,29027680.0,58.087132350914715
PER,2011,0.32686,1.03425,0.83648,0.46438,561.41931,1776.44848,1436.75513,797.61943,4574.87603,65.52442,21.7645,0,171761737046.585,29264314.0,60.70357500948083
PER,2012,0.39172,1.07009,0.93142,0.52781,754.64972,2061.5158,1794.37547,1016.81772,5630.66522,61.78673,24.22835,0,192648999090.082,29506790.0,69.86581054733504
PER,2013,0.49417,1.30871,0.93927,0.55476,994.15638,2632.80785,1889.57234,1116.04367,6633.33653,55.37556,21.58733,0,201175469114.327,29773986.0,88.42644884699013
PER,2014,0.6129,1.42186,1.13533,0.52558,1230.6448,2854.9511,2279.61941,1055.31731,7421.15642,56.61008,18.29803,0,200789362451.567,30090372.0,94.87922249681726
PER,2015,0.66044,1.4484,1.22175,0.63837,1253.55494,2749.14577,2318.93822,1211.66893,7533.99923,53.87969,19.04488,0,189805300841.603,30470740.0,90.22248130501589
PER,2016,0.59656,1.32854,1.24024,0.64744,1144.76991,2549.40987,2379.96458,1242.41183,7317.31237,57.20328,15.75276,0,191895943823.887,30926036.0,82.43571436054721
PER,2017,0.62923,1.31644,1.32792,0.65531,1327.71607,2777.78374,2802.00701,1382.75282,8295.34637,61.02295,15.74391,0,211007207483.515,31444300.0,88.33981802743263
PER,2018,0.59824,1.26159,1.27418,0.58716,1328.37132,2801.29345,2829.2493,1303.75582,8267.0824,66.57372,15.6675,0,222574697255.522,31989264.0,87.56979998039343
PER,2019,0.60655,1.25617,1.28558,0.69642,1375.9557,2849.60797,2916.30367,1579.81726,8727.50893,69.43533,12.93748,0,228470919605.669,32510462.0,87.6520293682692
POL,2010,0.50851,1.57291,1.79943,1.1543,2437.37437,7539.29972,8625.05993,5532.82633,24294.09397,64.31172,7.62755,1,479834179020.33,38042790.0,198.17945328513218
POL,2011,0.52758,1.48029,1.66989,1.10011,2789.98764,7828.23476,8830.91111,5817.73556,25490.37062,67.67184,5.94247,1,528301269069.799,38063256.0,205.66382339965872
POL,2012,0.55074,1.4663,1.63379,1.12536,2755.70981,7336.80301,8174.85767,5630.84723,24076.42131,68.14168,5.34304,1,498523568248.119,38063164.0,192.75336674586484
POL,2013,0.58658,1.49689,1.61638,1.20813,3075.04714,7847.22837,8473.63507,6333.41043,25897.7596,69.13086000000001,5.875412857142857,1,521016262734.924,38040196.0,206.287800672741
POL,2014,0.60967,1.54217,1.54262,1.18311,3325.06149,8410.84105,8413.26676,6452.56104,26774.15481,70.96971,5.62016,1,542477096211.761,38011736.0,221.26958500395776
POL,2015,0.60981,1.48444,1.48237,1.21669,2912.35839,7089.42132,7079.54438,5810.68455,22982.48136,71.0396,5.03037,1,477811911394.084,37986412.0,186.6304540686812
POL,2016,0.63619,1.47075,1.45244,1.05973,3003.03744,6942.47033,6856.04139,5002.32018,21898.85031,71.36751,5.23402,1,472630364208.177,37970090.0,182.84051198406493
