country,year,gov_exp_pre_primary (% of GDP),gov_exp_primary (% of GDP),gov_exp_secondary (% of GDP),gov_exp_tertiary (% of GDP),gov_exp_pre_primary (US $ millions),gov_exp_primary (US $ millions),gov_exp_secondary (US $ millions),gov_exp_tertiary (US $ millions),gov_exp_all_levels (US $ millions),all_staff_compensation_primary,capital_exp_primary,oecd,gdp,population,gov_exp_primary_per_person (US dollars)
GIN,2013,0.00197,1.05732,0.66252,0.9124,0.16492,88.56755,55.49706,76.42841,220.65795,69.0348,19.26585,0,8376613843.27265,10892821.0,8.130818453732049
GIN,2014,0.00228,0.94262,0.52943,0.94847,0.20033,82.74742,46.4762,83.26152,212.68546,90.83493,5.9029,0,8778473614.54728,11150970.0,7.420647710468238
GIN,2015,0.00237,0.97996,0.55006,0.98474,0.20864,86.18004,48.37323,86.60015,221.36206,90.83493,5.9029,0,8794202443.67366,11432096.0,7.5384286486047705
GIN,2016,0.0025,1.03109,0.57753,0.93344,0.21477,88.71408,49.68959,80.3122,218.93064,90.83493,5.9029,0,8595955581.21787,11738434.0,7.557573693390447
GIN,2017,0.00227,0.93915,0.52603,0.85021,0.23502,97.07645,54.37343,87.8826,239.5675,90.83493,5.9029,0,10324668266.5921,12067516.0,8.044443446356317
GIN,2018,0.00304,1.42772,0.48458,0.4006,0.37171,174.28298,59.15303,48.90133,282.70905,90.83493,5.9029,0,11857030336.5252,12414292.0,14.038898070063118
GNB,2010,0.01247,0.86938,0.86838,0.09328,0.10585,7.38144,7.37295,0.79199,15.7993,48.63592,40.33918,0,849878424.225986,1522603.0,4.847908483038586
GNB,2011,0.01403,0.94093,0.76982,0.11794,0.15413,10.33493,8.45551,1.29541,20.40635,51.43372,41.42589,0,1099818651.98114,1562996.0,6.61225620539016
GNB,2012,0.01694,1.12552,0.72855,0.11585,0.16756,11.13506,7.20777,1.1461,19.797,49.82937,46.62502,0,989271229.637162,1604981.0,6.937814217115342
GNB,2013,0.01601,1.3737,0.64922,0.08313,0.16746,14.36601,6.78943,0.86934,22.30133,35.56556,63.74423,0,1046087417.96916,1648259.0,8.71586928995989
GUY,2010,0.41788,1.05736,1.21668,0.19261,9.49944,24.03624,27.65798,4.37851,82.71232,79.84917,5.00871,0,3432913073.24154,749430.0,32.072695248388776
GUY,2011,0.37763,1.02425,1.19892,0.13886,9.72794,26.3849,30.88445,3.57703,92.53172,65.61034,19.06954,0,3691384317.52178,752029.0,35.08495018144247
GUY,2012,0.36812,0.9724,1.05818,0.1611,10.53403,27.82584,30.28038,4.60996,91.06692,60.68088,28.28995,0,4063089191.87525,755388.0,36.83648667969309
HKG,2010,0.13416,0.73467,1.24737,0.97502,287.15911,1572.53799,2669.96053,2086.99915,7513.09373,75.3135464573269,10.91979,0,228637697575.04,7024200.0,223.87431878363373
HKG,2011,0.13674,0.70094,1.20135,0.97949,312.6448,1602.61031,2746.74355,2239.48412,7815.34778,75.3135464573269,12.49863,0,248513617677.287,7071600.0,226.62626703999095
HKG,2012,0.13642,0.65456,1.17849,1.15114,339.02878,1626.67009,2928.6999,2860.73998,8721.86536,75.3135464573269,7.04071,0,262629441493.476,7150100.0,227.50312443182614
HKG,2013,0.13868,0.65973,1.14646,1.46172,364.21536,1732.6337,3010.93291,3838.89433,9875.71554,75.3135464573269,10.153043333333335,0,275696879834.966,7178900.0,241.35086155260555
HKG,2014,0.15063,0.67357,1.11869,1.04433,415.29139,1857.01392,3084.19288,2879.1903,9849.40691,75.3135464573269,10.153043333333335,0,291459356985.337,7229500.0,256.86616225188465
HKG,2015,0.15257,0.6831,1.10628,0.96323,444.66798,1990.94672,3224.35873,2807.41801,9507.74429,75.3135464573269,10.153043333333335,0,309383627028.561,7291300.0,273.0578525091547
HKG,2016,0.15891,0.7025,1.08807,1.00222,491.62775,2173.43069,3366.31492,3100.69919,10186.92433,75.3135464573269,10.153043333333335,0,320837638328.846,7336600.0,296.2449486137993
HKG,2017,0.17479,0.71807,1.08093,0.94321,560.7874,2303.82747,3468.04427,3026.16493,10620.04818,75.3135464573269,10.153043333333335,0,341244161576.759,7391700.0,311.6776208450018
HKG,2018,0.21535,0.73453,1.04171,0.97756,734.87143,2506.54417,3554.76569,3335.8569,11351.5629,75.3135464573269,10.153043333333335,0,361691522612.745,7451000.0,336.40372701650784
HKG,2019,0.23375,0.75767,1.03911,1.32784,845.44237,2740.44779,3758.37214,4802.7046,13782.61147,75.3135464573269,10.153043333333335,0,363016373358.517,7507400.0,365.0328728987399
HUN,2010,0.68624,0.84948,1.91878,0.95752,899.91044,1113.97056,2516.20413,1255.65313,6243.63308,66.85533,9.48693,1,132231134158.608,10000023.0,111.3967997873605
HUN,2011,0.61107,0.74128,1.8061,1.07374,862.28456,1046.01743,2548.57638,1515.15355,6477.08599,68.49561,5.94736,1,141999960209.893,9971727.0,104.89832202586373
HUN,2012,0.63105,0.72578,1.70095,0.79481,808.71719,930.11002,2179.82842,1018.5739,5336.13521,70.28975,2.97007,1,128857370476.631,9920362.0,93.75766932698626
HUN,2013,0.65026,0.86182,1.44844,0.89557,880.50564,1166.9885,1961.32462,1212.68407,5684.10917,73.06756,1.58455,1,135732595721.853,9893082.0,117.96005531946464
HUN,2014,0.6860028571428572,0.5787,1.97476,0.7595,908.9244157142857,813.41099,2775.70535,1067.54806,6490.19819,57.97649,6.71967,1,141078984816.675,9866468.0,82.44196302060676
HUN,2015,0.7587,0.74088,1.7215,0.64765,944.80224,922.61869,2143.77597,806.5145,5627.07581,70.44882,2.71292,1,125210324613.14,9843028.0,93.7332180706994
HUN,2016,0.76018,0.755,1.87163,0.74854,969.28279,962.68139,2386.47014,954.44569,5935.964,75.82149,2.20114,1,128636108315.474,9814023.0,98.09243263440487
HUN,2017,0.70452,0.66594,1.74249,0.80113,996.96805,942.37552,2465.81183,1133.6801,6604.44264,72.69718,3.20758,1,143136245596.988,9787966.0,96.27899402184275
ISL,2010,0.66739,2.25932,2.17382,1.49784,91.32392,309.15807,297.45914,204.95941,954.91301,72.19743,8.45059,1,13751161917.7398,318041.0,972.069858917561
ISL,2011,0.67814,2.29565,2.16465,1.32417,102.79636,347.98786,328.1301,200.72486,1033.54503,69.34771,7.07566,1,15221622925.9319,319014.0,1090.8231613659589
ISL,2012,0.85602,2.15385,2.12706,1.47294,126.04151,317.13408,313.19016,216.87689,1118.49375,70.31283,7.22572,1,14751508133.5443,320716.0,988.8314895421494
ISL,2013,0.8652,2.14237,2.0932,1.45053,138.72161,343.49714,335.61369,232.571,1201.10552,68.22365,5.62164,1,16125060515.3117,323764.0,1060.9491481449452
ISL,2014,0.89942,2.23071,2.12679,1.4458,159.71975,396.13056,377.67665,256.74672,1365.34142,67.80803,7.47829,1,17867662177.8911,327386.0,1209.9801457606618
ISL,2015,0.86735,2.1508,2.11336,1.4191,150.82414,374.00431,367.49503,246.76808,1306.42756,71.88867,5.96098,1,17517210519.0912,330815.0,1130.5542674908936
ISL,2016,0.85047,2.09414,2.04373,1.49262,175.35385,431.77724,421.38418,307.7547,1545.39034,70.78381,4.86747,1,20793168030.9524,335439.0,1287.2004746019397
ISL,2017,0.90358,2.22269,2.10578,1.37541,221.27041,544.29592,515.666,336.81174,1875.35733,70.95553,6.10681,1,24728285177.4603,343400.0,1585.0201514269074
IND,2010,0.0359,0.8514,1.24925,1.21855,481.69207,11424.82755,16763.45492,16351.59876,45324.7611,77.16349657058822,7.249851786554623,0,1675615335600.56,1234281200.0,9.256259758230007
IND,2011,0.04492,1.00779,1.40317,1.31654,752.63629,16886.67527,23511.65194,22060.2129,63609.40835,77.16349657058822,7.249851786554623,0,1823049927771.46,1250288000.0,13.506228380981021
IND,2012,0.04674,1.05246,1.49798,1.24406,852.11552,19186.82074,27308.93042,22679.75915,70506.50862,77.16349657058822,7.249851786554623,0,1827637859135.7,1265780200.0,15.158098045936923
IND,2013,0.06122,1.09193,1.58988,1.09676,1118.82489,19956.54921,29057.32754,20044.87784,70266.65833,77.16349657058822,7.249851786554623,0,1856722121394.53,1280842100.0,15.580803459716355
IDN,2010,0.01993,1.24994,0.68396,0.45147,150.49287,9438.18619,5164.54397,3409.02591,21235.32889,62.40902,10.84862,0,755094160363.071,241834220.0,39.02750418815825
IDN,2012,0.07505,1.423,0.88723,0.58533,688.89103,13061.28906,8143.63079,5372.57288,31276.20364,73.22154,12.6413,0,917869910105.749,248451710.0,52.570734791314294
IDN,2013,0.06205,1.42625,0.87454,0.55107,566.21964,13014.87605,7980.37742,5028.62048,30652.04285,77.38473,13.30132,0,912524136718.018,251805310.0,51.68626486322894
IDN,2014,0.05771,1.4361,0.88116,0.49494,514.09834,12792.95221,7849.53512,4408.96471,29290.04051,76.05992,13.07405,0,890814755233.225,255128080.0,50.14325436071168
IDN,2015,0.053685,1.52661,0.96743,0.56622,479.92547,13141.89592,8328.16576,4874.30404,30849.57429,72.26972,12.41927,0,860854235065.079,258383260.0,50.86202456208619
IRN,2010,0.03556,0.91545,1.82426,0.79217,148.06997,3811.92031,7596.16557,3298.56713,15444.90247,85.99343250000001,3.3118249999999994,0,486807615326.147,73762520.0,51.6782820055497
IRN,2011,0.05809,0.94839,1.36887,0.94906,282.78641,4616.85155,6663.7587,4620.08793,16965.11496,85.99343250000001,3.3118249999999994,0,580764902917.439,74634960.0,61.859101284438296
IRN,2012,0.03242,0.80502,1.3127,0.87557,188.26369,4675.25999,7623.69398,5085.01773,18402.04276,85.99343250000001,3.3118249999999994,0,598868460912.847,75539880.0,61.89128166473126
IRN,2013,0.0027,0.80425,1.38992,0.70385,16.14313,4816.41036,8323.76872,4215.13454,18373.00472,85.99343250000001,4.14725,0,460293149324.326,76481960.0,62.974462997548706
IRN,2014,0.0055,0.75323,1.11123,0.78443,25.31426,3467.05084,5114.90746,3610.682,12894.40738,77.20332,4.76419,0,432687036177.818,77465770.0,44.75590870021452
IRN,2015,0.00686,0.74786,1.05985,0.82222,29.69068,3235.91202,4585.84214,3557.63959,12103.94971,85.99343250000001,3.55165,0,384951479697.42,78492210.0,41.22590130220315
IRN,2016,0.01054,0.97111,1.22951,1.00388,40.59199,3738.289,4733.02449,3864.46231,12956.55467,85.73591,3.06892,0,417983583565.54,79563990.0,46.98468372476836
IRN,2017,0.01337,1.14184,1.25228,1.23687,55.89441,4772.68771,5234.33565,5169.89272,15843.25485,87.35901,1.2339,0,445345256459.105,80673890.0,59.16025405890937
IRN,2018,0.01552,1.30822,1.36065,1.11698,69.1129,5826.07812,6059.56925,4974.40061,17615.00691,93.67549,3.10504,0,294356680624.658,81800210.0,71.22326779413568
IRL,2010,0.09463,2.13416,2.04165,1.34174,210.2297,4741.01067,4535.49769,2980.64955,13413.42073,79.32291,9.68662,1,221659742984.75,4560155.0,1039.6599830488217
IRL,2011,0.09829,2.09247,1.9927,1.27287,233.41482,4969.04935,4732.12352,3022.7186,13911.75768,81.80121,8.04464,1,238662833333.918,4580084.0,1084.9253747311186
IRL,2012,0.10684,2.12739,1.9273,1.23347,240.39771,4786.6255,4336.4098,2775.30227,12972.8678,85.15563,5.44294,1,225509709550.982,4599533.0,1040.6764121487986
IRL,2013,0.10803,1.93376,1.78589,1.14757,257.69984,4612.85753,4260.11934,2737.44389,12725.36833,81.0525,6.68726,1,238211547205.677,4623816.0,997.6299943596373
IRL,2014,0.09893,1.77823,1.62776,1.01764,255.70935,4596.23554,4207.3115,2630.30669,12617.0256,79.98337,7.92607,1,258625192663.58,4657740.0,986.7952139878996
IRL,2015,0.07408,1.38566,1.25142,0.87739,215.95015,4039.19135,3647.87908,2557.58695,10955.42069,80.66977,7.23295,1,291462799328.949,4701957.0,859.0447232928757
IRL,2016,0.0968,1.38809,1.3222,0.72838,235.56692833333332,4171.51932,3973.52922,2188.96361,11178.64969,80.24319,7.54787,1,298725229419.215,4755335.0,877.2293266404997
IRL,2017,0.0968,1.21354,1.08326,0.97312,235.56692833333332,4073.38964,3636.11615,3266.41681,11771.25081,75.11289,9.22279,1,334602299873.029,4807388.0,847.3186770029795
ISR,2010,0.61104,2.27911,1.42004,0.9345,1429.80362,5333.01239,3322.8358,2186.69555,12952.48029,75.04556,9.85194,1,234654589559.973,7623600.0,699.5399010965948
ISR,2011,0.59354,2.37246,1.41679,0.90319,1551.92826,6203.24144,3704.44969,2361.56921,14555.6506,75.81522,9.53651,1,262293871093.061,7765800.0,798.7897499291767
ISR,2012,0.54865,2.21517,1.73244,0.92208,1411.00967,5696.9771,4455.47999,2371.41467,14658.78969,75.8375,10.78235,1,258417104163.53,7910500.0,720.1791416471777
ISR,2013,0.71226,2.21126,1.70825,0.93031,2084.3267,6470.93985,4998.9499,2722.41981,17221.31316,73.20602,11.78802,1,294167366504.266,8059500.0,802.8959426763446
ISR,2014,0.72537,2.19425,1.69487,0.87254,2245.43555,6792.48447,5246.6164,2701.00687,17931.62238,74.14483,11.14757,1,310944937638.436,8215700.0,826.7688048492521
ISR,2015,0.79901,2.2695,1.79693,0.95253,2395.52335,6804.25368,5387.41906,2855.79521,17590.92663,73.0369,11.18835,1,300078278118.434,8380100.0,811.9537571150702
ISR,2016,0.83105,2.27903,1.80293,0.88779,2650.65051,7268.9794,5750.45349,2831.61339,18681.35779,72.97551,11.49461,1,319024417316.889,8546000.0,850.5709571729465
ISR,2017,0.8746,2.38967,1.86732,0.90322,3089.5481,8441.59775,6596.36994,3190.67169,21522.37935,70.71145,12.02783,1,355277223507.485,8713300.0,968.8175260808191
ITA,2010,0.43374,1.08257,1.86087,0.81325,9256.16413,23102.30663,39711.29789,17354.99482,92490.81932,79.33408,3.93483,1,2134017843247.16,59277416.0,389.732012441298
ITA,2011,0.42341,1.01766,1.74795,0.79659,9704.55135,23324.78969,40062.89688,18257.8441,94331.09868,78.53641,3.43242,1,2291991045770.29,59379450.0,392.8091364203992
ITA,2012,0.44461,0.9726,1.743,0.78131,9279.45442,20298.89488,36377.77562,16306.54161,84652.32,80.01431,3.55281,1,2087077032435.15,59539716.0,340.9303275816767
ITA,2013,0.45208,1.01095,1.76945,0.81073,9680.52993,21647.615,37889.50289,17360.29821,88729.03313,78.63071,3.24413,1,2141315327318.21,60233948.0,359.39226497323403
ITA,2014,0.45412,0.99455,1.72244,0.79543,9805.11957,21473.71629,37189.72656,17174.40774,87688.55611,78.03897,4.55535,1,2159133919743.77,60789140.0,353.2492200087055
ITA,2015,0.47758,1.01727,1.74119,0.75766,8767.83833,18676.11893,31966.54303,13909.88892,74787.70674,81.26769,4.58435,1,1835899237320.04,60730584.0,307.52411223313777
ITA,2016,0.44445,0.91371,1.76415,0.72946,8336.94374,17139.40036,37199.62381166667,13683.10215,71576.566,81.91111,0.52976,1,1875797463583.87,60627496.0,282.7001194309592
ITA,2017,0.47289,0.98343,1.76415,0.75162,9277.16776,19292.8081,37199.62381166667,14745.27652,79353.5505,76.0648,0.87044,1,1956950469673.29,60536708.0,318.6960232459287
JAM,2010,0.25183,2.31359,2.32957,1.3916,30.38899,279.19212,281.12053,167.93074,768.77106,82.00487749999999,2.364555,0,13220556882.7046,2810464.0,99.34022282441617
JAM,2011,0.21321,2.22237,2.49319,1.24333,28.18786,293.8098,329.61398,164.37534,828.4844,89.13548,3.55737,0,14444655299.8772,2825932.0,103.96916840178744
JAM,2012,0.19929,2.27676,2.39364,1.07336,28.78614,328.87078,345.75314,155.04362,882.92375,90.60868,3.2847,0,14807086889.2099,2842128.0,115.7128672600249
JAM,2013,0.21228,2.26834,2.48442,1.10077,31.43273,335.8753,367.87007,162.99137,925.60339,82.00487749999999,2.364555,0,14264202737.3082,2858710.0,117.49191068698819
JAM,2014,0.20292,2.19093,1.89216,1.05231,28.94226,312.48339,269.87131,150.08671,858.11391,79.16944,2.33999,0,13899228824.2161,2875137.0,108.68469572058653
JAM,2015,0.19438,2.00134,2.15191,0.9486,27.01504,278.14271,299.06761,131.8339,758.23276,79.41965,2.63108,0,14188935947.5694,2891024.0,96.20906294793818
JAM,2016,0.2,1.90673,2.06989,0.96889,28.37608,270.52108,293.66969,137.46258,754.08689,81.01772,2.3826,0,14077109396.8584,2906242.0,93.08277837840069
JAM,2017,0.19827,1.99262,1.90717,1.013,27.90888,280.47873,268.45145,142.58929,740.47952,81.03882,1.85749,0,14808989993.3185,2920848.0,96.02647244909697
JAM,2018,0.21852,1.84993,2.04407,1.06103,32.3555,273.90686,302.65237,157.10006,801.73014,78.09986,1.22867,0,15730793852.7913,2934853.0,93.32898785731346
JAM,2019,0.2069,1.81781,1.98871,0.92089,32.51193,285.64923,312.50473,144.70705,812.28104,77.54937,1.63454,0,15830768549.8916,2948277.0,96.8868359384142
JPN,2010,0.0977,1.27052,1.33895,0.73103,5110.86471,66465.67723,70045.58984,38242.7401,190396.28663,74.78667,13.41885,1,5759071769013.11,128070000.0,518.9792865620364
JPN,2011,0.09626,1.24252,1.39304,0.70916,5487.19855,70824.94746,79404.87586,40422.95,207630.42392,74.25625,14.01811,1,6233147172341.35,127833000.0,554.0427546877567
JPN,2012,0.09889,1.23621,1.40847,0.74345,6089.06238,76118.95255,86725.8795,45777.51744,227349.26572,75.66923,11.98646,1,6272362996105.03,127629000.0,596.4079680166733
JPN,2013,0.09907,1.22421,1.40631,0.73299,6145.68533,75940.25322,87236.47767,45469.02959,227371.30436,74.70135,13.0655,1,5212328181166.18,127445000.0,595.866869786967
JPN,2014,0.10024,1.18783,1.35742,0.7455,5167.921,61241.33477,69984.5419,38436.12781,185120.50193,72.7801,14.65072,1,4896994405353.29,127276000.0,481.1695431188913
JPN,2016,0.09885,1.11898,1.33757,0.63079,4338.91666,49117.23777,58712.09613,27688.32148,139856.57204,73.80851,12.59655,1,5003677627544.24,126994510.0,386.76661689128736
JPN,2017,0.10027,1.11637,1.32911,0.63643,4935.64668,54953.51146,65426.14716,31328.69223,156643.99752,73.48805,12.62099,1,4930837369151.42,126785800.0,433.4358536997045
JOR,2011,0.0273,1.63064,1.72891,0.35486249999999997,7.98399,476.87405,505.61405,146.02007,1334.9503525,84.1204625,6.4512475,0,29524149154.9296,7662858.0,62.231878758551964
JOR,2016,0.00991,1.63448,1.42206,0.44767,3.8831,640.66296,557.39901,175.47183,1377.4169,89.89395,3.48728,0,39892551126.7606,9554286.0,67.05503268376098
JOR,2017,0.00978,1.53203,1.33468,0.40757,3.98169,623.67154,543.33269,165.9169,1336.90282,86.92077,4.04966,0,41408960845.0704,9785840.0,63.73203935482289
JOR,2018,0.00996,1.51576,1.23653,0.2721,4.20423,640.12609,522.20067,114.91268,1281.44366,80.7652,6.91608,0,42932112676.0563,9965322.0,64.23536439665472
JOR,2019,0.01006,1.48978,1.28059,0.29211,4.4,651.68291,560.17625,127.77887,1344.03803,78.90193,11.35197,0,44502895915.493,10101697.0,64.5122210654309
KAZ,2013,0.26519,0.01832,1.81724,0.43898,627.53264,31.634,4300.2162,1038.78964,4627.51754,73.06783666666666,2.5928566666666666,0,236634552078.102,17035552.0,1.856940121458935
KAZ,2014,0.27854,0.01832,1.87829,0.38843,616.72443,31.634,4158.81923,860.04884,4627.51754,73.06783666666666,2.5928566666666666,0,221415572819.5,17288284.0,1.8297940963949921
KAZ,2015,0.30511,0.01832,1.83377,0.42544,562.5815,31.634,3381.26775,784.46012,5141.82651,73.06783666666666,2.5928566666666666,0,184388432148.715,17542806.0,1.8032462993662475
KAZ,2016,0.35237,0.01832,2.04184,0.34679,483.72807,31.634,2802.99787,476.06666,4088.28273,72.28368,1.35484,0,137278320084.171,17794056.0,1.7777846714655727
KAZ,2017,0.3003025,0.01943,1.892785,0.29053,572.64166,32.40672,3660.8252624999996,484.62861,4588.52488,67.04817,4.74348,0,166805800595.704,18037776.0,1.796602862791954
KAZ,2018,0.3003025,0.01721,1.892785,0.24542,572.64166,30.86128,3660.8252624999996,440.13229,4691.43604,79.87166,1.68025,0,179339994859.384,18276452.0,1.6885815693330413
KEN,2011,0.01277,2.05954,2.27034,0.68181,5.10897,823.81649,908.13747,272.72658,2134.12055,76.72004,4.92527,0,46869457318.2541,43178270.0,19.07942240022945
KEN,2012,0.04527,1.88352,2.30075,0.97007,18.99431,790.20082,965.24353,406.97753,2311.23242,77.63872,3.21671,0,56396706005.9435,44343468.0,17.820004966684156
KEN,2013,0.03959,1.95614,2.33071,0.76924,19.95751,986.14231,1174.97455,387.79362,2728.0264,81.0427,2.6335,0,61671425370.0235,45519984.0,21.663942368696787
KEN,2014,0.0353,1.90555,2.27705,0.72352,19.44895,1049.89339,1254.57913,398.63718,2909.22438,82.18762,3.43794,0,68285768554.472,46700064.0,22.481626363509907
KEN,2015,0.09391,1.91555,2.2015,0.68917,57.70381,1177.06501,1352.78069,423.48329,3239.13277,78.66143,4.25548,0,70120413328.7838,47878340.0,24.58449917018844
KGZ,2010,0.47107,1.1879483188405797,1.3628497391304348,0.9029,22.58454,111.1804771304348,130.8092864347826,43.28811,278.97564,69.0691248064516,7.336694838709677,0,4794357795.07139,5447900.0,20.407951161077623
KGZ,2012,0.69353,1.1879483188405797,1.3628497391304348,0.88804,45.80838,111.1804771304348,130.8092864347826,58.65609,487.73841,69.0691248064516,7.336694838709677,0,6605139933.41063,5607200.0,19.828163277649235
KGZ,2013,0.72517,1.1879483188405797,1.3628497391304348,0.86629,53.1916,111.1804771304348,130.8092864347826,63.54295,497.32958,69.0691248064516,7.336694838709677,0,7335027591.91628,5719600.0,19.438505687536683
KGZ,2014,0.58985,1.1879483188405797,1.3628497391304348,0.25643,44.05069,111.1804771304348,130.8092864347826,19.15045,413.10543,69.0691248064516,7.336694838709677,0,7468096566.71158,5835500.0,19.052433746968518
KGZ,2017,0.79645,1.1879483188405797,1.3628497391304348,0.18269,61.35041,111.1804771304348,130.8092864347826,14.07211,464.19387,69.0691248064516,7.336694838709677,0,7702934800.12836,6198200.0,17.937542694723433
LAO,2010,0.11673,0.7945,0.51112,0.27734,8.32031,56.63,36.43176,19.76818,121.87022,68.02646,12.51651,0,7131773632.71369,6249168.0,9.06200633428322
LAO,2011,0.10985,0.61374,0.61656,0.3568,9.6111,53.6973,53.94457,31.21762,149.43904,63.89234,12.71261,0,8750107401.57872,6347564.0,8.459512972220525
LAO,2012,0.11202,0.79346,0.62284,0.28654,11.41675,80.86412,63.47608,29.2023,185.63217,55.51118,26.95558,0,10192848926.2582,6444527.0,12.547719949035825
LAO,2013,0.21209,1.33683,1.21977,0.45435,25.32781,159.64758,145.6676,54.25948,386.18946,72.4065,10.86846,0,11983252611.2727,6541302.0,24.406086127807583
LAO,2014,0.1925,1.19401,1.1339,0.40578,25.54221,158.42651,150.45122,53.8407,389.80239,82.13311,7.56558,0,13279248478.8161,6639763.0,23.860265795631562
LVA,2010,0.85339,1.44516,1.9476,0.80574,203.139,344.00503,463.60542,191.79805,1207.50325,67.0333,13.70346,1,23956163076.5575,2097555.0,164.00286524072075
LVA,2011,0.81861,1.36288,1.71002,1.0098,233.22821,388.29311,487.19762,287.69898,1405.44125,66.07445,12.33992,1,27474380566.265,2059709.0,188.5184314871664
LVA,2012,1.12894,1.85292,2.17895,1.36213,318.09663,522.09067,613.95402,383.80332,1854.72582,65.75854,12.114,1,28169902669.3784,2034319.0,256.64149526205085
LVA,2013,1.17286,2.09563,2.28496,1.35799,355.05592,634.40117,691.71728,411.09861,2113.14795,63.228,13.25634,1,30204783461.8488,2012647.0,315.20737118829084
LVA,2014,0.85455,1.58504,1.64591,1.12418,268.1808,497.42816,516.533,352.79806,1655.40914,58.54423,18.50958,1,31345148670.5896,1993782.0,249.48974361289248
LVA,2015,0.80347,1.5989,1.66836,1.174,217.65944,433.14243,451.95854,318.03748,1439.59831,60.15629,17.01129,1,27252128626.6281,1977527.0,219.03237225079607
LVA,2016,0.80157,1.50901,1.57436,0.75602,222.3093,418.51169,436.6354,209.67516,1307.10655,65.53743,10.98646,1,28064533352.2849,1959537.0,213.57682452538532
LVA,2017,0.82184,1.34621,1.46347,0.69481,248.79478,407.53812,443.03742,210.33849,1331.14018,69.12755,12.32678,1,30408509601.8003,1942248.0,209.82805491368765
LTU,2010,0.68703,0.88797,2.38326,1.25178,254.43943,328.85316,882.62918,463.58918,1967.54521,81.07735,4.19494,1,37128694028.243,3097282.0,106.17475580202255
LTU,2011,0.69902,0.78133,2.07217,1.45891,303.83659,339.61305,900.69076,634.12998,2228.54728,80.6552,4.59892,1,43535051482.3869,3028115.0,112.15328678072001
LTU,2012,0.62389,0.72803,1.89154,1.38225,267.2889,311.90729,810.38254,592.18994,2043.25975,80.06572,5.20669,1,42927454291.478,2987773.0,104.39457415272177
LTU,2013,0.6181314285714284,0.7028,1.77304,1.32577,267.1853185714286,326.39276,823.43507,615.7155,2140.74773,80.24618,5.34917,1,46523420074.4372,2957689.0,110.35398245048754
LTU,2014,0.50482,0.68126,1.69159,1.33,244.97126,330.58843,820.86291,645.39669,2179.3342,79.71589,5.85701,1,48533659592.1728,2932367.0,112.73774053520587
LTU,2015,0.56418,0.69997,1.55113,1.17842,233.52621,289.73593,642.04874,487.77755,1750.85378,79.20153,5.62955,1,41418872976.1196,2904910.0,99.74007112096416
LTU,2016,0.62769,0.75651,1.5466,0.82164,270.0426,325.46523,665.3768,353.48626,1722.57576,76.61835,7.18966,1,43018087237.5741,2868231.0,113.47246090011579
LTU,2017,0.62029,0.73772,1.44188,0.75285,296.19224,352.26622,688.51018,359.49392,1820.65971,76.85039,5.39344,1,47640770634.427,2828403.0,124.54597877318048
LUX,2010,0.7389,1.68385,1.66923,0.3712375,393.18451,896.01677,888.23755,232.35649,2380.325785,71.89199,14.71071,1,56159192758.3285,506953.0,1767.4553065077039
LUX,2011,0.72981,1.66274,1.47497,0.3712375,437.9205,997.72096,885.05052,232.35649,2380.325785,70.48039,14.87305,1,61615545000.3597,518347.0,1924.8128377322525
LUX,2012,0.63505,1.39496,1.80517,0.00454,359.93205,790.63758,1023.13591,2.57247,2318.35908,66.99249,14.29481,1,59779802783.3455,530946.0,1489.1110960436654
LUX,2013,0.5875,1.2747,1.65265,0.3712375,362.71957,786.99377,1020.337,232.35649,2380.325785,72.00879,11.23664,1,65184744717.028,543360.0,1448.3837050942286
LUX,2014,0.57216,1.23602,1.69072,0.50697,378.21807,817.05582,1117.63054,335.12558,2649.37266,77.96183,6.71514,1,68713294386.2129,556319.0,1468.6822129030288
LUX,2015,0.56963,1.23809,1.5951,0.51333,328.93179,714.92984,921.08325,296.41863,2262.54133,78.65746,6.89123,1,60047430684.2639,569604.0,1255.1348656259438
LUX,2017,0.479,1.04796,1.58059,0.46011,307.43151,672.60326,1014.4537,295.30928,2291.03007,73.35197,9.00117,1,65549868206.9418,596336.0,1127.893100533927
MDG,2011,0.00669,1.12096,0.53141,0.321,0.77329,129.49076,61.38755,37.08131,275.12774,65.07356,8.01117,0,11551819617.6416,21743970.0,5.955249202422556
MDG,2012,0.00489,1.10835,0.4528,0.35578,0.56584,128.33543,52.4295,41.19516,271.02552,65.07356,5.73071,0,11578974887.9668,22346640.0,5.742940773199014
MWI,2010,0.00086,1.23045,0.85274,1.0548,0.05343,76.17868,52.79439,65.30388,219.15382,90.57289,1.75105,0,6959655570.89098,14539609.0,5.239389862547197
MWI,2011,0.01062,1.4385,1.26249,1.10585,0.73886,100.11485,87.8653,76.96352,289.0079,86.25615,0.06969,0,8004000737.30717,14962118.0,6.69122179092559
MWI,2013,0.00158,1.98968,1.32344,1.5358,0.09519,119.94789,79.7837,92.58539,326.51294,77.04139,15.84014,0,5518880768.57955,15839287.0,7.572808675036951
MWI,2014,0.0,2.39467,1.19373,1.0429,0.0,132.15913,65.88033,57.55642,267.10493,94.64424,1.40329,0,6047813437.31804,16289550.0,8.113123444171263
MWI,2015,0.0,2.46509,1.55932,1.3578,0.0,149.08418,94.30455,82.1171,339.20153,96.53293,0.12301,0,6373212640.84604,16745305.0,8.903043569525906
