country,year,adj_enrollment,out_school_percentage,out_school,first_grade_percentage,overage_percentage,grade_5_percentage,last_grade,completion_rate,pupils,repeater_percentage,enrollment_gross_percentage,enrollment_net_percentage
DEU,2005,87.06885,2.04134011268616,65456.0,104.16106,15.53935,,97.9697494506836,96.879638671875,3306136.0,1.36903,103.106376647949,87.00548
DEU,2006,88.43977,1.9693900346756,62917.0,104.36731,15.1599,,97.371940612793,98.4968032836914,3329349.0,1.14112,104.213256835938,88.30855
DEU,2007,88.84199,1.62443995475769,51333.0,102.65386,15.21754,,95.6270599365234,103.536979675293,3311285.0,1.15629,104.786338806152,88.72921
DEU,2008,88.43606,2.5301399230957,78712.0,99.41293,15.00387,,,101.979026794434,3236158.0,1.26956,104.023979187012,88.31105
DEU,2009,88.17263,2.93107008934021,89319.0,100.64913,14.76856,,96.2479095458984,102.383796691895,3150822.0,0.55208,103.396423339844,88.027
DEU,2010,89.06942,2.35301995277405,70080.0,101.73238,13.63482,,96.6162261962891,102.015350341797,3067521.0,0.50709,102.995880126953,88.84321
DEU,2011,88.75173,2.45141005516052,71525.0,100.90178,13.52219,,96.2423629760742,101.566879272461,2989678.0,0.49564,102.46656036377,88.51651
DEU,2012,88.52846,3.29518008232117,95234.0,102.29554,13.02409,,96.4817504882813,98.6531372070313,2936751.0,0.46831,101.614196777344,88.29428
DEU,2013,88.18981,3.58946990966797,102890.0,99.68305,12.7196,,,98.3986892700195,2890468.0,0.43782,100.838249206543,87.93699
DEU,2014,88.13653,3.23601007461548,92141.0,100.13956,12.50321,,,97.2827072143555,2862690.0,0.40797,100.538642883301,87.89669
DEU,2015,89.44014,1.85685002803802,52589.0,103.64667,12.17593,,,98.9182968139648,2879394.0,0.41505,101.667449951172,89.23147
DEU,2016,90.62417,0.514289975166321,14502.0,103.95359,11.88683,,,97.9372024536133,2895195.0,0.43731,102.677558898926,90.41737
DEU,2017,90.35417,0.529299974441528,15035.0,104.96265,11.82699,,,98.8051376342773,2954775.0,0.44101,104.022361755371,90.14286
DEU,2018,,0.688939988613129,19808.0,,,,,100.843322753906,2987112.0,,103.894561767578,
DEU,2019,,0.986689984798431,28845.0,,,,,99.0177993774414,2996959.0,,102.516181945801,
DEU,2020,,,,,,,,,,,,
DJI,2000,27.03563,72.9643707275391,85747.0,31.10746,16.15302,,,26.6926898956299,38191.0,14.12636,32.4977188110352,26.89352
DJI,2001,29.71355,70.2864532470703,81708.0,40.56329,17.97745,,,26.4159603118896,42392.0,14.43197,36.4662399291992,29.47871
DJI,2002,31.34215,68.6578521728516,79398.0,41.18805,18.2735,,,,44321.0,11.33323,38.3257102966309,31.0222
DJI,2003,,,,,,,,,46364.0,,40.1649398803711,
DJI,2004,35.30679,64.6932067871094,74786.0,,16.97493,,,,48713.0,,42.1389083862305,34.67098
DJI,2005,,63.1349182128906,73323.0,47.61905,12.31368,89.8737564086914,,33.6045684814453,50651.0,9.2318,43.613151550293,36.13749
DJI,2006,39.88965,60.1103515625,70269.0,53.13598,13.7464,,,38.2515716552734,53745.0,7.45186,45.9751892089844,39.33961
DJI,2007,43.9415,56.0584983825684,64895.0,56.21254,13.12404,,,,56667.0,9.08642,48.950870513916,42.162
DJI,2008,48.01862,51.9813804626465,49807.0,66.11042,17.31714,,,44.6627082824707,56395.0,10.57009,58.856990814209,48.01862
DJI,2009,47.98952,52.0104789733887,49230.0,65.45844,17.31718,,,,55546.0,,58.6832008361816,47.87648
DJI,2010,,,,,,,,,,,,
DJI,2011,58.5606,41.2878303527832,37863.0,68.64462,11.74252,,,50.7826194763184,60992.0,9.63405,66.5089111328125,58.16695
DJI,2012,,,,67.63982,,75.86328125,75.86328125,,63612.0,9.08005,69.4196472167969,
DJI,2013,58.87689,41.1231117248535,37538.0,70.08495,,84.4022979736328,84.4022979736328,50.6983108520508,63368.0,,69.420036315918,58.87689
DJI,2014,67.529,32.4710006713867,29421.0,68.40845,13.06301,,,59.9770698547363,64319.0,9.06575,70.9867935180664,61.38047
DJI,2015,60.7187,39.2812995910645,35253.0,63.67819,13.30791,,,65.5961303710938,62940.0,8.62726,70.1320419311523,60.7187
DJI,2016,57.24558,42.618480682373,37933.0,61.66489,15.9226,,,67.3525085449219,61755.0,8.29407,69.3829574584961,57.24558
DJI,2017,59.96579,40.0342102050781,35576.0,65.75919,13.77615,,,62.976318359375,61846.0,10.12677,69.5962371826172,59.96016
DJI,2018,62.10696,37.8930397033691,33948.0,66.95788,11.90556,,,66.3802871704102,62979.0,8.66638,70.2976913452148,61.80335
DJI,2019,67.02502,32.9749794006348,30090.0,77.45226,11.28513,88.2474212646484,88.2474212646484,65.5784530639648,68701.0,,75.2879409790039,66.48037
DJI,2020,,33.0039710998535,30897.0,,,89.4515533447266,89.4515533447266,63.0319709777832,69134.0,,73.8484878540039,
DMA,2000,98.3451,1.65489995479584,171.0,102.06436,4.31459,86.2389068603516,79.4276885986328,119.427238464355,11774.0,2.95567,114.044937133789,94.78214
DMA,2001,92.80762,7.19237995147705,778.0,98.39407,4.08574,85.4195175170898,,117.719680786133,11430.0,2.23097,105.667007446289,89.7846
DMA,2002,94.44293,5.55706977844238,610.0,91.20103,3.53241,83.6509628295898,78.6772537231445,100.547203063965,10984.0,4.49745,100.063766479492,94.44293
DMA,2003,92.1144,7.88560009002686,863.0,86.82594,3.66157,83.5593032836914,81.4129486083984,94.5716171264648,10460.0,3.81453,95.5774917602539,88.03911
DMA,2004,90.36291,9.63708972930908,1033.0,80.97345,2.86669,92.2760314941406,85.3206329345703,95.1035766601563,9872.0,4.34562,92.0981369018555,84.56946
DMA,2005,87.91784,12.0821599960327,1247.0,101.43541,2.90223,89.1652603149414,84.7929763793945,93.3904495239258,9441.0,3.4848,91.4736862182617,83.42215
DMA,2006,86.82763,13.1723699569702,1293.0,102.44313,2.54713,89.3319931030273,85.3866882324219,84.3052062988281,8912.0,3.83752,90.7905502319336,81.8969
DMA,2007,83.08997,16.9100303649902,1575.0,108.125,3.41317,92.2759094238281,88.9448699951172,86.1508483886719,8643.0,4.53546,92.7957916259766,83.08997
DMA,2008,83.93383,16.0661697387695,1418.0,110.93308,2.74824,89.742919921875,87.0311508178711,82.2328109741211,8369.0,3.87143,94.8221206665039,83.93383
DMA,2009,91.3626,8.63739967346191,722.0,114.0873,3.29243,89.8677978515625,88.0630416870117,78.9699630737305,8231.0,5.67367,98.4687194824219,87.39084
DMA,2010,,,,119.43867,,93.765007019043,90.5379409790039,77.0392684936523,8138.0,4.46056,102.739547729492,
DMA,2011,98.82664,1.17335999011993,88.0,112.94886,4.07963,89.7380599975586,87.8094482421875,86.6826171875,8138.0,6.8813,108.318908691406,95.64645
DMA,2012,,,,126.6147,5.40275,93.9019165039063,86.4302215576172,97.3041305541992,8144.0,4.21169,114.029678344727,
DMA,2013,,,,111.56004,,89.6745834350586,85.0130310058594,96.4253768920898,7851.0,4.0377,114.69686126709,
DMA,2014,,,,120.96413,5.09422,83.6187973022461,79.5032196044922,100.857139587402,7695.0,3.26186,116.098373413086,
DMA,2015,,,,121.41256,4.79098,77.9956893920898,,105.953582763672,7535.0,2.84008,116.191207885742,
DMA,2016,97.98016,0.956250011920929,61.0,113.97727,6.66394,,,113.926696777344,7323.0,2.86768,114.726623535156,95.42178
DMA,2017,,,,,,,,,,,,
DMA,2018,,,,,,,,,,,,
DMA,2019,,3.72487998008728,228.0,,,,,,6144.0,,100.375762939453,
DMA,2020,,0.893149971961975,54.0,,,,,,6185.0,,102.299041748047,
DNK,2000,98.10583,0.0704799965023994,267.0,102.19049,1.69809,99.9323577880859,99.9121170043945,100.146781921387,384197.0,0.0,101.427436828613,97.44444
DNK,2001,99.84693,0.153070002794266,598.0,99.9033,0.0,,,101.358787536621,395870.0,0.0,101.361656188965,99.82751
DNK,2002,99.86065,0.13934999704361,560.0,101.45166,0.0,,,105.415771484375,415205.0,0.0,103.322608947754,99.85921
DNK,2003,,,,,,,,,,,,
DNK,2004,98.25845,1.74154996871948,7258.0,98.64649,2.45185,92.476432800293,91.2036285400391,100.657577514648,419806.0,0.0,100.732330322266,97.74303
DNK,2005,96.15496,1.43340003490448,6012.0,97.16831,2.64499,99.7546615600586,,100.359573364258,414103.0,0.0,98.7315902709961,95.6588
DNK,2006,96.50242,1.1031299829483,4619.0,97.87598,2.87042,,,102.039657592773,415793.0,0.0,99.3014373779297,95.9751
DNK,2007,97.05026,0.492630004882813,2048.0,98.97195,2.8988,98.6549530029297,97.6297836303711,101.755920410156,415793.0,0.0,100.014671325684,96.55403
DNK,2008,96.51105,0.649049997329712,2674.0,101.15351,3.23051,99.6617279052734,99.4681701660156,100.970581054688,410400.0,0.0,99.6147918701172,95.95982
DNK,2009,96.43092,0.92629998922348,3783.0,100.5034,3.23568,99.2833023071289,98.886833190918,97.9730224609375,406622.0,0.18789,99.5653686523438,95.99777
DNK,2010,96.27071,1.20359003543854,4875.0,99.20923,3.33239,,,99.1199264526367,403344.0,0.19884,99.5820083618164,95.89593
DNK,2011,97.75173,0.89520001411438,4182.0,101.6745,2.94749,,,99.6296691894531,470807.0,0.43861,100.780670166016,97.48009
DNK,2012,98.23712,0.566089987754822,2629.0,102.64688,3.00673,99.4903564453125,98.3670806884766,98.2584915161133,470711.0,0.66431,101.356559753418,97.95569
DNK,2013,98.64626,0.253450006246567,1172.0,101.00407,2.83388,99.6596908569336,99.4801635742188,99.2784118652344,469568.0,0.99091,101.545562744141,98.33161
DNK,2014,98.35909,0.501609981060028,2315.0,98.18468,2.86085,99.9285736083984,99.7701110839844,98.7749786376953,467484.0,0.96174,101.294227600098,98.03298
DNK,2015,98.68864,0.0595499984920025,275.0,97.60764,2.73149,,,98.7380294799805,468536.0,0.98562,101.456443786621,98.37249
DNK,2016,99.0209,0.0101699996739626,47.0,96.7832,2.65756,99.5678405761719,,103.882690429688,471787.0,0.87985,101.804832458496,98.69361
DNK,2017,98.86326,0.202209994196892,944.0,98.28929,2.40179,99.8414993286133,99.7692337036133,103.776397705078,472523.0,0.92546,101.268089294434,98.53748
DNK,2018,,0.603749990463257,2813.0,,,99.8543167114258,99.8103179931641,101.036628723145,468362.0,,100.523910522461,
DNK,2019,,0.684260010719299,3152.0,,,,,101.897079467773,461874.0,,100.267669677734,
DNK,2020,,,,,,,,,,,,
DOM,2000,86.10226,12.2397499084473,144073.0,131.63516,24.01862,,,78.8188323974609,1363609.0,5.11026,115.845672607422,84.72004
DOM,2001,,,,,,,,,,,,
DOM,2002,92.74606,5.71569013595581,67726.0,130.75424,21.75992,,,92.2333068847656,1399844.0,5.87251,118.138870239258,90.98838
DOM,2003,89.83362,9.12224006652832,108247.0,,21.24188,57.0121994018555,51.8253593444824,,1374624.0,,115.842971801758,89.83362
DOM,2004,84.60371,14.3780202865601,170852.0,105.83732,21.33155,,,88.6272201538086,1281885.0,7.25666,107.876808166504,82.90168
DOM,2005,86.01771,13.1692199707031,156721.0,108.42202,20.65362,68.4517288208008,,,1289745.0,8.13719,108.376922607422,84.25703
DOM,2006,84.15028,14.3278703689575,170671.0,108.99845,17.98534,,,85.8062210083008,1234450.0,7.83231,103.632362365723,81.78003
DOM,2007,90.15731,8.21415996551514,97872.0,129.85785,19.28927,,,92.6830978393555,1355085.0,5.56585,113.729049682617,87.68849
DOM,2008,86.59027,11.8683595657349,141477.0,109.73927,20.57341,,,,1305661.0,,109.530540466309,84.02008
DOM,2009,95.30545,4.0932297706604,48796.0,105.84734,11.28246,79.7528610229492,74.8375396728516,93.8494033813477,1333468.0,6.82964,111.857696533203,89.54384
DOM,2010,94.77342,4.55365991592407,54305.0,111.42201,14.21989,,,92.6957397460938,1317802.0,7.27492,110.502220153809,91.87024
DOM,2011,94.69471,4.70056009292603,56059.0,100.72384,14.43987,83.5635528564453,79.1697998046875,93.0707397460938,1310199.0,7.86858,109.860450744629,91.88699
DOM,2012,93.69395,5.92932987213135,70495.0,101.97087,14.36321,94.8122787475586,91.1387329101563,93.521369934082,1283515.0,8.0144,107.95629119873,91.01404
DOM,2013,93.401,6.17264986038208,73041.0,100.45622,15.31266,82.8376770019531,78.6015396118164,94.2355422973633,1291154.0,7.44264,109.114593505859,90.84502
DOM,2014,91.68219,7.95542001724243,93781.0,106.83331,15.58122,96.3819122314453,,95.2600479125977,1267930.0,6.9839,107.558158874512,89.28355
DOM,2015,95.53493,4.46506977081299,52389.0,114.08681,14.53714,87.3734436035156,83.7955780029297,99.5260772705078,1307128.0,4.77696,111.40535736084,93.52992
DOM,2016,95.13993,4.57932996749878,53438.0,111.06446,13.87557,83.935546875,79.0404205322266,99.1580276489258,1287118.0,3.61024,110.298751831055,93.32844
DOM,2017,94.3396,5.31316995620728,61774.0,106.80516,12.51087,84.3487319946289,79.2866897583008,95.3280868530273,1253342.0,4.70079,107.799812316895,92.87434
DOM,2018,93.86741,5.67314004898071,65825.0,105.9601,11.10799,94.8599090576172,91.9615325927734,93.1275177001953,1226414.0,4.63579,105.69864654541,92.71356
DOM,2019,,3.95358991622925,45804.0,,,89.3094711303711,85.1825332641602,93.3040924072266,1300211.0,,112.228210449219,
DOM,2020,,4.10987997055054,47570.0,,,,,96.3163070678711,1223677.0,,105.721351623535,
DZA,2000,90.74774,9.25226020812988,426108.0,96.71252,12.46409,97.0923080444336,94.5637283325195,80.166389465332,4843313.0,14.2123,105.164909362793,89.39816
DZA,2001,92.74897,7.25102996826172,329083.0,84.27901,12.24385,95.9850463867188,93.4847412109375,86.2977905273438,4720950.0,12.52902,104.021697998047,91.25702
DZA,2002,93.90213,6.09786987304688,272111.0,99.67804,11.84074,96.9697189331055,94.5169372558594,88.0822982788086,4691870.0,11.73434,105.142471313477,92.17384
DZA,2003,94.35822,5.64177989959717,245671.0,96.35388,11.95159,96.1852493286133,93.4622421264648,89.7199172973633,4612574.0,11.60591,105.926750183105,92.40589
DZA,2004,95.08431,4.91568994522095,207294.0,98.36218,12.06763,95.6074829101563,93.2031326293945,91.3253021240234,4507703.0,11.76639,106.893898010254,92.86403
DZA,2005,95.39817,4.60183000564575,186567.0,98.13805,12.23451,95.1732406616211,90.9196395874023,93.0753936767578,4361744.0,11.17537,107.586097717285,93.09766
DZA,2006,95.64397,4.35602998733521,169018.0,97.11529,12.62192,95.9814910888672,92.0112533569336,83.62890625,4196580.0,11.95793,108.15657043457,93.20169
DZA,2007,95.89073,4.1092700958252,153328.0,101.28225,11.64692,95.9086303710938,92.9523315429688,94.3985137939453,4086925.0,11.04708,109.531707763672,95.24939
DZA,2008,97.26895,2.73105001449585,98566.0,106.06127,10.27519,,,112.97664642334,3942242.0,7.798,109.230972290039,96.36304
DZA,2009,98.99715,1.00285005569458,29031.0,106.16934,10.83598,95.0389709472656,95.0389709472656,91.8822631835938,3252664.0,10.84769,112.35897064209,97.44184
DZA,2010,98.92068,1.07931995391846,30997.0,114.59823,10.78314,94.5525588989258,94.5525588989258,95.6169967651367,3312440.0,7.47223,115.337577819824,97.23353
DZA,2011,99.08721,0.91279000043869,26336.0,111.78247,9.26718,92.7675170898438,92.7675170898438,97.6362991333008,3363236.0,7.44468,116.567909240723,97.5945
DZA,2012,,0.85004997253418,24848.0,114.2476,8.32556,96.2097930908203,96.2097930908203,101.552879333496,3451588.0,6.84485,118.07958984375,97.31376
DZA,2013,,,,113.60348,8.02078,93.4130020141602,93.4130020141602,106.031677246094,3608812.0,6.85062,119.539321899414,
DZA,2014,,,,111.66726,7.16842,93.8004531860352,93.8004531860352,108.391578674316,3765307.0,6.90663,118.502807617188,
DZA,2015,,0.684119999408722,23175.0,108.11132,6.73233,93.5985107421875,93.5985107421875,105.546722412109,3925429.0,6.22796,115.877838134766,97.54838
DZA,2016,,0.724810004234314,26224.0,105.31015,6.7546,94.8499526977539,94.8499526977539,105.590049743652,4118362.0,5.84601,113.830200195313,97.5908
DZA,2017,99.48537,0.514630019664764,19722.0,101.94507,6.87842,96.265007019043,96.265007019043,105.636711120605,4283207.0,5.6587,111.76448059082,97.5883
DZA,2018,99.6475,0.35249999165535,14211.0,101.88002,6.56563,91.5572509765625,91.5572509765625,105.14395904541,4429994.0,5.50096,109.882820129395,97.63517
DZA,2019,,0.297300010919571,12511.0,,,,,101.364631652832,4580288.0,,108.845848083496,
DZA,2020,,0.177000001072884,7718.0,,,,,103.663528442383,4852322.0,,111.281150817871,
EAP,2000,,5.10284996032715,9829781.0,102.451,,,89.2322616577148,92.3316879272461,208272576.0,2.05623,108.118759155273,94.34921
EAP,2001,,4.76200008392334,8721639.0,103.8883,,,90.0015182495117,93.525032043457,201293616.0,1.86922,109.906028747559,94.45753
EAP,2002,,4.79190015792847,8351421.0,109.9403,,,87.3930587768555,92.9772262573242,188989536.0,1.76465,108.438941955566,94.40174
EAP,2003,,4.81729984283447,8048620.0,111.6618,,,84.4430618286133,92.8513412475586,178763264.0,1.59769,106.994262695313,94.35906
EAP,2004,,4.70541000366211,8424995.0,104.4975,,,81.554328918457,92.5228576660156,189093392.0,1.37999,105.609786987305,94.49193
EAP,2005,,4.78463983535767,8434968.0,103.8352,,,78.6819076538086,92.1213531494141,183346304.0,1.70136,104.001220703125,94.3309
EAP,2006,,5.38997983932495,9446202.0,101.5209,,,82.1911468505859,91.7004928588867,178615664.0,1.59284,101.917747497559,93.88781
EAP,2007,,4.21565008163452,7318821.0,105.6342,,,85.7293014526367,93.3946304321289,177579024.0,1.51781,102.285667419434,95.01604
EAP,2008,,4.16714000701904,7162871.0,106.8575,,,88.534912109375,97.1243515014648,175796608.0,1.42914,102.273147583008,95.07917
EAP,2009,,3.7836799621582,6441823.0,106.2774,,,89.106201171875,96.7900619506836,173910000.0,1.53674,102.148017883301,95.38067
EAP,2010,,3.64240002632141,6147961.0,106.3555,,,89.5197830200195,96.052619934082,171992928.0,1.44463,101.89826965332,95.49505
EAP,2011,,3.4734001159668,5817496.0,107.6606,,,86.4087982177734,94.9459991455078,171193584.0,1.30121,102.21312713623,95.68272
EAP,2012,,3.40738010406494,5676033.0,107.5658,,,81.9583129882813,95.392463684082,171436096.0,1.18675,102.914932250977,95.68114
EAP,2013,95.69399,3.60431003570557,5987340.0,106.6635,,,77.6812133789063,94.972053527832,170367120.0,0.94478,102.559127807617,95.46491
EAP,2014,,3.51218008995056,5845939.0,105.2447,,,89.4235763549805,92.3597869873047,167152432.0,0.9107,100.42350769043,95.6547
EAP,2015,,3.45430994033813,5760621.0,103.2811,,,91.9440383911133,91.1312789916992,167890032.0,0.67997,100.673950195313,95.86588
EAP,2016,95.962,3.50916004180908,5872609.0,104.5097,,,93.8496398925781,93.7074279785156,169901776.0,0.69528,101.524383544922,
EAP,2017,96.05127,3.31176996231079,5563029.0,103.85,,,94.4312973022461,95.9177322387695,171689168.0,0.69813,102.209732055664,
EAP,2018,96.01509,3.27101993560791,5520719.0,103.5669,,,95.574577331543,98.1118698120117,172755520.0,0.67266,102.357460021973,
EAP,2019,,3.40522003173828,5786491.0,,,99.4270664674352,95.7928924560547,98.2084426879883,175704768.0,,103.39835357666,
EAP,2020,,3.3587601184845,,,,,,97.5105819702148,,,,
EAR,2000,,16.388370513916,51022340.0,113.1524,,,68.1913909912109,75.5493087768555,300177760.0,5.85657,96.4170608520508,80.83325
EAR,2001,,15.7440204620361,49164644.0,112.5872,,71.4216102099946,69.9011611938477,76.5622177124023,302023904.0,5.60485,96.7173004150391,81.33135
EAR,2002,,15.3330402374268,48107924.0,111.9958,,,69.9539566040039,78.4557266235352,305698368.0,5.42683,97.4327392578125,81.58315
EAR,2003,,13.2916498184204,41819456.0,115.6763,,,70.5630264282227,80.6992568969727,316459520.0,4.97406,100.581619262695,83.54464
EAR,2004,,11.7527799606323,37179572.0,116.4869,,,71.4538116455078,82.476188659668,321780256.0,4.91895,101.717498779297,84.79366
EAR,2005,,10.3122797012329,32967040.0,118.7522,,,70.9267425537109,84.2785186767578,329209856.0,5.0031,102.978706359863,86.02361
EAR,2006,,9.61857032775879,30896946.0,118.587,,,72.1500701904297,84.8422393798828,333114400.0,4.8581,103.702247619629,87.00884
EAR,2007,,7.84090995788574,25289230.0,118.2961,,,72.2334823608398,86.4637222290039,340183552.0,4.89724,105.473709106445,88.65918
EAR,2008,,7.59189987182617,24590168.0,118.2299,,,74.1626434326172,87.9663696289063,342740000.0,4.75542,105.816612243652,88.78369
EAR,2009,91.29524,7.72987985610962,25098184.0,112.3228,,,75.5189819335938,88.8699111938477,343637888.0,4.98805,105.835548400879,88.94847
EAR,2010,91.65029,7.27661991119385,23721160.0,114.675,,,75.5167770385742,89.3781890869141,345983200.0,5.07767,106.132598876953,89.24961
EAR,2011,91.5012,7.35703992843628,24066776.0,112.4915,,,76.3194122314453,89.3106079101563,347549792.0,5.07815,106.243530273438,89.03658
EAR,2012,92.008,6.79863023757935,22314756.0,110.3455,,,76.2100830078125,90.9630966186523,351177504.0,3.98847,106.993209838867,89.58673
EAR,2013,92.5981,6.12532997131348,20165012.0,109.2365,,83.2696609376418,78.172721862793,91.6763305664063,353253792.0,3.48097,107.304397583008,89.85962
EAR,2014,92.79595,7.03224992752075,23304700.0,107.4469,,,82.4050369262695,92.8650588989258,351748608.0,2.98698,106.140983581543,90.13126
EAR,2015,92.64547,7.24727010726929,24101512.0,107.4236,,,83.1110916137695,92.8771286010742,353716288.0,2.55206,106.361633300781,90.12215
EAR,2016,92.86882,6.97342014312744,23254092.0,107.5156,,90.6132744098731,81.0858993530273,92.5130767822266,363427584.0,2.3845,108.984428405762,90.42552
EAR,2017,92.95517,6.89748001098633,23067498.0,105.3989,,,84.0861434936523,92.1798400878906,361587840.0,2.37066,108.119499206543,90.26593
EAR,2018,92.98126,6.8375301361084,22919866.0,106.4104,,86.6568062567738,82.2071228027344,91.9162368774414,343384352.0,2.28119,102.439498901367,90.30715
EAR,2019,,6.54809999465942,21997352.0,,,,86.7669219970703,92.0596771240234,344521312.0,,102.556022644043,
EAR,2020,,6.70497989654541,,,,,,93.4262771606445,,,,
EAS,2000,,4.90324020385742,10173380.0,102.2106,,,89.6978378295898,92.7499008178711,223007440.0,1.95707,107.482421875,94.37448
EAS,2001,,4.5638599395752,9036608.0,103.5217,,,90.4120635986328,93.8838500976563,215975424.0,1.77884,109.076599121094,94.44327
EAS,2002,,4.58664989471436,8671781.0,109.3268,,,87.9847793579102,93.3133392333984,203667664.0,1.67943,107.723121643066,94.38307
EAS,2003,,4.58922004699707,8340236.0,110.7936,,,85.2630615234375,93.2984008789063,193404768.0,1.52017,106.420967102051,94.384
EAS,2004,,4.49734020233154,8703722.0,104.2922,,,82.5764999389648,93.001220703125,203640288.0,1.32616,105.223968505859,94.5025
EAS,2005,,4.53499984741211,8642293.0,103.6465,,,79.9336624145508,92.6233520507813,197747008.0,1.62408,103.766670227051,94.3745
EAS,2006,,5.09159994125366,9641057.0,101.5568,,,83.1398391723633,92.2653579711914,192892048.0,1.52092,101.869506835938,93.96273
EAS,2007,,4.00026988983154,7501064.0,105.3948,,,86.4301528930664,93.8815002441406,191756704.0,1.45028,102.262619018555,95.04578
EAS,2008,,3.9520800113678,7333991.0,106.4662,,,89.0345916748047,97.3116912841797,189736432.0,1.36795,102.243492126465,95.11781
EAS,2009,,3.60050988197327,6614070.0,105.8424,,,89.5700988769531,97.0339736938477,187625600.0,1.46654,102.137969970703,95.41677
EAS,2010,,3.46590995788574,6307600.0,105.9795,,,89.9337387084961,96.3436508178711,185473280.0,1.37941,101.914283752441,95.50824
EAS,2011,,3.33034992218018,6009715.0,107.1816,,,86.9980163574219,95.3548202514648,184454208.0,1.2521,102.217346191406,95.7245
EAS,2012,,3.2964301109314,5912453.0,106.9568,,,82.8387908935547,95.8929824829102,184439504.0,1.14684,102.832328796387,95.70516
EAS,2013,95.70754,3.49715995788574,6251811.0,106.0576,,,78.8763580322266,95.392463684082,183118016.0,0.92738,102.433319091797,95.46902
EAS,2014,,3.40387010574341,6094430.0,104.9092,,,89.8517837524414,92.8511276245117,179808176.0,0.90321,100.426628112793,95.66822
EAS,2015,,3.30832004547119,5933374.0,102.9991,,,92.1486206054688,91.7858200073242,180420256.0,0.69101,100.598258972168,95.90788
EAS,2016,95.99079,3.37623000144959,6075701.0,104.0337,,,93.912956237793,94.1387481689453,182368768.0,0.70279,101.34114074707,
EAS,2017,96.06234,3.21043992042542,5798651.0,103.4586,,,94.4301223754883,96.0217666625977,184162320.0,0.70138,101.961860656738,
EAS,2018,95.98306,3.15664005279541,5727450.0,103.5738,,,95.5786209106445,98.1277313232422,185287888.0,0.67516,102.119941711426,
EAS,2019,,3.2634699344635,5959204.0,,,,95.8078079223633,98.3665924072266,188292864.0,,103.115898132324,
EAS,2020,,3.22042989730835,,,,,,97.7170867919922,,,,
ECA,2000,,6.02821016311646,1457590.0,96.96962,,,96.2020721435547,94.1833801269531,24798676.0,1.71541,102.560829162598,91.17819
ECA,2001,,5.29495000839233,1224941.0,100.7803,,,96.4654083251953,96.3623886108398,24209300.0,1.60605,104.647430419922,91.87537
ECA,2002,93.52791,4.0886697769165,909276.0,102.5871,,,96.5096130371094,97.3705520629883,23800006.0,1.46297,107.019569396973,92.82763
ECA,2003,95.41165,3.35903000831604,737271.0,100.594,,,96.3758926391602,96.4302597045898,23069288.0,1.32658,105.104362487793,94.81058
ECA,2004,95.39565,2.89968991279602,669064.0,100.9131,,,96.5950622558594,97.3704299926758,23773492.0,1.21215,103.033187866211,94.22083
ECA,2005,94.02286,4.42271995544434,995238.0,99.27188,,,96.777717590332,99.2051696777344,22597104.0,1.10413,100.418922424316,92.75084
ECA,2006,93.5389,4.7403302192688,1046248.0,99.39639,,,96.9359893798828,97.1848373413086,21941358.0,1.10103,99.4117736816406,92.79129
ECA,2007,93.62605,4.53384017944336,978096.0,100.4197,,,95.9894790649414,95.8453903198242,21477604.0,0.96197,99.5566635131836,92.91735
ECA,2008,94.38348,3.60950994491577,765063.0,100.7872,,,95.5938262939453,96.4413604736328,21144248.0,0.93487,99.7569885253906,93.0729
ECA,2009,93.94887,4.09592008590698,859681.0,98.32287,,,97.9103164672852,97.5604629516602,20860188.0,0.80032,99.3877792358398,92.65775
ECA,2010,94.07493,3.50852990150452,734744.0,101.6561,,,96.4767227172852,97.9358291625977,20938818.0,0.76142,99.9863433837891,93.29969
ECA,2011,94.82139,3.42404007911682,719275.0,101.9701,,,95.3112716674805,99.1530609130859,21099926.0,0.93696,100.444328308105,93.46094
ECA,2012,94.7688,3.5402500629425,749769.0,101.9912,,,95.5047225952148,98.2634124755859,21184776.0,0.88402,100.030166625977,93.25988
ECA,2013,94.91463,3.19044995307922,650019.0,99.87946,,,95.1556015014648,98.5470123291016,20813156.0,0.75731,102.155960083008,93.64177
ECA,2014,94.46502,3.47265005111694,724973.0,99.03136,,,93.69677734375,98.0439071655273,21178280.0,0.67663,101.44474029541,93.40826
ECA,2015,94.89624,3.1595299243927,677723.0,98.27954,,,96.6960372924805,98.7627410888672,21395654.0,0.61494,99.7461624145508,93.6759
ECA,2016,94.93937,3.16912007331848,694861.0,99.32687,,,98.2194519042969,96.6575775146484,21900928.0,0.67658,99.8858108520508,93.82713
ECA,2017,95.21374,2.98054003715515,675750.0,98.98086,,,98.6006469726563,97.2548294067383,22281014.0,0.70538,98.275016784668,91.98788
ECA,2018,94.40977,3.05296993255615,710491.0,98.4666,,,98.6772384643555,97.9631500244141,23079792.0,0.69772,99.1734008789063,91.81915
ECA,2019,,3.09210991859436,736164.0,,,,98.6641082763672,99.705940246582,23661222.0,,99.384407043457,
ECA,2020,,3.67196011543274,,,,,,99.5400466918945,,,,
ECS,2000,95.09558,3.3554699420929,1793149.0,98.16237,,,96.4376525878906,96.1200866699219,54879964.0,1.85993,102.69522857666,94.6293
ECS,2001,95.50955,3.02593994140625,1575687.0,99.54533,,,96.588508605957,97.823486328125,53863480.0,1.7825,103.439033508301,95.00901
